Tipo_corte,Current_1,Voltage_1,Current_2,Current_3,Voltage_3,formattedTimestamp,stringPersonalizado

242.9,18.95,21.3,241.8,20.2,10.9,08/11/2023 16:09:41,5

13.89,21.3,241.8,20.2,242.9,18.95,08/11/2023 16:09:42,5

21.3,241.8,20.22,243,18.93,14.17,08/11/2023 16:09:42,5

13.2,21.28,241.9,20.22,243,18.93,08/11/2023 16:09:42,5

10.71,21.28,241.9,20.22,243,18.93,08/11/2023 16:09:42,5

8.67,21.28,241.9,20.22,243,18.93,08/11/2023 16:09:42,5

7.65,21.28,241.9,20.22,243,18.93,08/11/2023 16:09:42,5

21.28,241.9,10.72,20.22,243,18.93,08/11/2023 16:09:42,5

21.28,241.9,20.22,243,18.93,5.68,08/11/2023 16:09:42,5

243,18.93,21.28,241.9,20.22,11.2,08/11/2023 16:09:42,5

10.54,243,18.93,21.28,241.9,20.22,08/11/2023 16:09:42,5

243,18.93,21.28,241.9,20.22,12.37,08/11/2023 16:09:42,5

7.9,243,18.93,21.28,241.9,20.22,08/11/2023 16:09:43,5

243,18.93,21.28,241.9,20.22,9.01,08/11/2023 16:09:43,5

10.27,243,18.94,21.28,241.9,20.22,08/11/2023 16:09:43,5

243.1,18.94,21.28,241.9,20.2,6.69,08/11/2023 16:09:43,5

10.44,21.26,241.9,20.2,243.1,18.94,08/11/2023 16:09:43,5

21.26,241.9,20.2,243.1,18.94,12.37,08/11/2023 16:09:43,5

13.23,20.2,243.1,18.94,21.26,241.9,08/11/2023 16:09:43,5

20.2,243.1,18.94,21.26,241.9,9.54,08/11/2023 16:09:44,5

243.1,10.8,18.94,21.26,241.9,20.2,08/11/2023 16:09:44,5

10.03,243.1,18.94,21.26,241.9,20.2,08/11/2023 16:09:44,5

9.93,243.1,18.94,21.26,241.9,20.2,08/11/2023 16:09:44,5

243.1,18.94,21.26,241.9,20.2,11.69,08/11/2023 16:09:44,5

7.74,243.1,18.94,21.26,241.9,20.2,08/11/2023 16:09:44,5

243.1,18.94,21.26,241.9,5.33,20.2,08/11/2023 16:09:44,5

243.1,18.94,21.26,241.9,13.25,20.2,08/11/2023 16:09:44,5

243.1,14.27,18.94,21.26,241.9,20.2,08/11/2023 16:09:44,5

11.69,243.1,18.94,21.26,241.9,20.2,08/11/2023 16:09:44,5

243.1,11.86,18.93,21.24,241.9,20.2,08/11/2023 16:09:44,5

243.1,18.93,11.97,21.24,241.9,20.2,08/11/2023 16:09:44,5

243.1,18.93,21.24,241.9,20.2,10.28,08/11/2023 16:09:44,5

18.93,21.24,8.74,241.9,20.2,243.1,08/11/2023 16:09:44,5

18.93,21.24,10.35,241.9,20.18,243.2,08/11/2023 16:09:44,5

8.69,18.93,21.24,242.1,20.18,243.2,08/11/2023 16:09:44,5

18.93,21.24,242.1,9.95,20.18,243.2,08/11/2023 16:09:44,5

18.93,21.24,242.1,20.18,243.2,11.97,08/11/2023 16:09:44,5

242.1,20.18,243.2,18.93,21.24,12.92,08/11/2023 16:09:44,5

11.55,20.18,243.2,18.93,21.24,242.1,08/11/2023 16:09:45,5

20.18,243.2,18.93,21.24,242.1,14.13,08/11/2023 16:09:45,5

20.18,243.2,18.93,21.24,242.1,11.37,08/11/2023 16:09:45,5

9.23,21.24,242.1,20.18,243.2,18.93,08/11/2023 16:09:45,5

21.24,242.1,9.67,20.18,243.2,18.93,08/11/2023 16:09:45,5

8.86,21.24,242.1,20.18,243.2,18.93,08/11/2023 16:09:45,5

Tipo_corte,Current_1,Acceleration,Voltage_1,Current_2,Current_3,formattedTimestamp,stringPersonalizado
alta,20.31,6.12,241.5,19.53,21.45,08/11/2023 16:12:28,6

9.45,240.5,20.31,241.5,19.53,21.45,08/11/2023 16:12:28,6

240.5,9.13,20.31,241.5,19.53,21.45,08/11/2023 16:12:28,6

240.5,9.46,20.31,241.5,19.53,21.45,08/11/2023 16:12:28,6

240.5,20.31,241.5,19.53,21.45,14.94,08/11/2023 16:12:28,6

8.72,20.31,241.5,19.53,21.45,240.5,08/11/2023 16:12:29,6

10.43,20.31,241.5,19.53,21.45,240.5,08/11/2023 16:12:29,6

20.31,241.5,19.53,21.45,240.5,11.99,08/11/2023 16:12:29,6

16.46,20.31,241.5,19.53,21.45,240.5,08/11/2023 16:12:29,6

10.74,20.31,241.5,19.53,21.45,240.5,08/11/2023 16:12:29,6

20.31,241.5,19.53,21.45,240.5,10.43,08/11/2023 16:12:29,6

11.63,20.31,241.5,19.53,21.45,240.5,08/11/2023 16:12:29,6

20.31,241.5,19.53,21.45,16.47,240.5,08/11/2023 16:12:29,6

20.31,241.5,10.87,19.53,21.45,240.5,08/11/2023 16:12:29,6

14.73,20.31,241.5,19.53,21.45,240.5,08/11/2023 16:12:29,6

20.31,241.5,19.53,21.45,240.5,13.36,08/11/2023 16:12:29,6

10.48,20.16,241.3,19.47,21.34,240.3,08/11/2023 16:12:29,6

20.16,241.3,19.47,21.34,240.3,16.04,08/11/2023 16:12:30,6

10.75,241.3,19.47,21.34,240.3,20.16,08/11/2023 16:12:30,6

241.3,19.47,21.34,240.3,20.16,9.76,08/11/2023 16:12:30,6

13.35,241.3,19.47,21.34,240.3,20.16,08/11/2023 16:12:30,6

241.3,19.47,21.34,240.3,20.16,12.08,08/11/2023 16:12:30,6

241.3,9.51,19.47,21.34,240.3,20.16,08/11/2023 16:12:30,6

8.29,241.3,19.47,21.34,240.3,20.16,08/11/2023 16:12:30,6

241.3,19.47,21.34,240.3,20.16,7.45,08/11/2023 16:12:31,6

9.76,20.16,241.3,19.47,21.34,240.3,08/11/2023 16:12:31,6

20.17,241.3,19.47,21.34,240.3,9.91,08/11/2023 16:12:31,6

241,12.2,19.47,21.39,240.1,20.17,08/11/2023 16:12:31,6

241,19.47,21.39,240.1,20.17,15.97,08/11/2023 16:12:31,6

11.63,20.17,241,19.47,21.39,240.1,08/11/2023 16:12:31,6

20.17,241,19.47,21.39,240.1,8.33,08/11/2023 16:12:31,6

20.17,241,19.47,21.39,240.1,9.39,08/11/2023 16:12:32,6

21.39,10.23,240.1,20.17,241,19.47,08/11/2023 16:12:32,6

14.87,21.39,240.1,20.17,241,19.47,08/11/2023 16:12:32,6

9.19,21.39,240.1,20.17,241,19.47,08/11/2023 16:12:32,6

12.36,21.39,240.1,20.17,241,19.47,08/11/2023 16:12:32,6

9.32,21.39,240.1,20.17,241,19.5,08/11/2023 16:12:32,6

21.39,240.1,20.17,241,19.5,15.58,08/11/2023 16:12:32,6

9.69,241,19.5,21.39,240.1,20.17,08/11/2023 16:12:32,6

241,19.5,21.39,240.1,20.19,6.71,08/11/2023 16:12:32,6

21.37,13.67,240,20.19,241,19.5,08/11/2023 16:12:32,6

8.12,21.37,240,20.19,241,19.5,08/11/2023 16:12:32,6

5.11,21.37,240,20.19,241,19.5,08/11/2023 16:12:32,6

21.37,240,20.19,241,19.5,10.31,08/11/2023 16:12:32,6

6.58,20.19,241,19.5,21.37,240,08/11/2023 16:12:33,6

20.19,241,19.5,21.37,240,8.99,08/11/2023 16:12:33,6

14.25,21.37,240,20.19,241,19.5,08/11/2023 16:12:33,6

21.37,240,12.8,20.19,241,19.5,08/11/2023 16:12:33,6

21.37,240,9.53,20.19,241,19.5,08/11/2023 16:12:33,6

21.37,240,8.27,20.19,241,19.5,08/11/2023 16:12:33,6

21.37,7.45,240,20.19,241,19.5,08/11/2023 16:12:33,6

12.96,21.37,240,20.19,241,19.5,08/11/2023 16:12:33,6

7.79,21.37,240,20.19,241,19.5,08/11/2023 16:12:33,6

21.37,240,11.64,20.19,241,19.5,08/11/2023 16:12:33,6

21.37,240,20.19,10.59,241,19.5,08/11/2023 16:12:33,6

21.37,240,12.97,20.15,241.3,19.5,08/11/2023 16:12:33,6

10.4,21.39,240.5,20.15,241.3,19.5,08/11/2023 16:12:33,6

21.39,240.5,14.64,20.15,241.3,19.5,08/11/2023 16:12:33,6

21.39,240.5,14.05,20.15,241.3,19.5,08/11/2023 16:12:33,6

21.39,240.5,20.15,8.07,241.3,19.5,08/11/2023 16:12:33,6

21.39,240.5,9.28,20.15,241.3,19.5,08/11/2023 16:12:33,6

12.27,21.39,240.5,20.15,241.3,19.5,08/11/2023 16:12:33,6

21.39,240.5,8.74,20.15,241.3,19.5,08/11/2023 16:12:33,6

21.39,240.5,20.15,241.3,19.5,7.76,08/11/2023 16:12:33,6

21.39,240.5,20.15,241.3,19.5,12.25,08/11/2023 16:12:33,6

7.08,20.15,241.3,19.5,21.39,240.5,08/11/2023 16:12:34,6

20.15,241.3,19.5,21.39,11.94,240.5,08/11/2023 16:12:34,6

11.2,20.15,241.3,19.5,21.39,240.5,08/11/2023 16:12:34,6

20.15,241.3,19.5,21.39,240.5,16.28,08/11/2023 16:12:34,6

20.15,241.3,19.5,21.39,240.5,13.29,08/11/2023 16:12:34,6

6.56,20.15,241.3,19.5,21.39,240.5,08/11/2023 16:12:34,6

20.15,241.3,19.5,21.39,13.07,240.5,08/11/2023 16:12:34,6

20.15,12.31,241.3,19.5,21.39,240.5,08/11/2023 16:12:34,6

9.78,20.15,241.3,19.5,21.39,240.5,08/11/2023 16:12:34,6

20.15,241.3,19.5,21.39,240.5,7.22,08/11/2023 16:12:34,6

10.38,20.15,241.3,19.5,21.39,240.5,08/11/2023 16:12:34,6

20.15,241.3,19.5,7.5,21.39,240.5,08/11/2023 16:12:34,6

20.15,241.3,19.5,21.39,8.11,240.5,08/11/2023 16:12:34,6

8.4,20.15,241.3,19.5,21.39,240.5,08/11/2023 16:12:34,6

20.15,241.3,19.5,21.39,240.5,10.25,08/11/2023 16:12:34,6

15.73,20.15,241.3,19.49,21.39,240.5,08/11/2023 16:12:34,6

10.6,20.15,241.3,19.49,21.39,240.5,08/11/2023 16:12:34,6

8.39,20.15,241.3,19.49,21.39,240.5,08/11/2023 16:12:34,6

10.13,20.15,241.3,19.49,21.39,240.5,08/11/2023 16:12:34,6

8.67,20.15,241.3,19.49,21.39,240.5,08/11/2023 16:12:35,6

4.98,20.16,241.5,19.49,21.36,240.5,08/11/2023 16:12:35,6

20.16,241.5,19.49,21.36,240.5,8.84,08/11/2023 16:12:35,6

20.16,11.19,241.5,19.49,21.36,240.5,08/11/2023 16:12:35,6

20.16,241.5,19.49,21.36,240.5,10.59,08/11/2023 16:12:35,6

9.98,20.16,241.5,19.49,21.36,240.5,08/11/2023 16:12:35,6

20.16,241.5,19.49,14.07,21.36,240.5,08/11/2023 16:12:35,6

20.16,241.5,19.49,21.36,240.5,13.1,08/11/2023 16:12:35,6

10.32,20.16,241.5,19.49,21.36,240.5,08/11/2023 16:12:35,6

9.55,20.16,241.5,19.49,21.36,240.5,08/11/2023 16:12:35,6

7.68,20.16,241.5,19.49,21.36,240.5,08/11/2023 16:12:35,6

20.16,12.03,241.5,19.49,21.36,240.5,08/11/2023 16:12:35,6

12.66,20.16,241.5,19.49,21.36,240.5,08/11/2023 16:12:35,6

15.97,20.16,241.5,19.49,21.36,240.5,08/11/2023 16:12:36,6

12.43,20.16,241.5,19.49,21.36,240.5,08/11/2023 16:12:36,6

7.26,20.16,241.5,19.49,21.36,240.5,08/11/2023 16:12:36,6

8.89,20.16,241.5,19.49,21.36,240.5,08/11/2023 16:12:36,6

5.84,20.16,241.5,19.49,21.36,240.5,08/11/2023 16:12:36,6

5.4,20.21,241.5,19.52,21.38,240.7,08/11/2023 16:12:36,6

20.21,241.5,19.52,21.38,240.7,11.4,08/11/2023 16:12:36,6

10.17,20.21,241.5,19.52,21.38,240.7,08/11/2023 16:12:36,6

20.21,241.5,19.52,21.38,240.7,12.61,08/11/2023 16:12:36,6

13.44,20.21,241.5,19.52,21.38,240.7,08/11/2023 16:12:36,6

20.21,241.5,19.52,21.38,240.7,alta,08/11/2023 16:12:41,6

12.12,20.53,241.7,19.9,21.66,240.7,08/11/2023 16:12:42,6

11.42,20.53,241.7,19.9,21.66,240.7,08/11/2023 16:12:42,6

7.36,20.53,241.7,19.9,21.66,240.7,08/11/2023 16:12:42,6

12.19,20.53,241.7,19.9,21.66,240.7,08/11/2023 16:12:42,6

20.53,241.7,19.9,21.66,240.7,11.34,08/11/2023 16:12:42,6

10.41,20.53,241.7,19.9,21.66,240.7,08/11/2023 16:12:42,6

20.53,241.7,19.9,21.66,240.7,8.45,08/11/2023 16:12:42,6

5.97,21.66,240.7,20.53,241.7,19.9,08/11/2023 16:12:42,6

21.66,240.7,20.16,241.7,19.9,10.03,08/11/2023 16:12:42,6

19.51,9.43,21.36,240.8,20.16,241.7,08/11/2023 16:12:42,6

19.51,21.36,240.8,20.16,241.7,10.86,08/11/2023 16:12:42,6

9.55,20.16,241.7,19.51,21.36,240.8,08/11/2023 16:12:43,6

20.16,241.7,19.51,21.36,240.8,3.57,08/11/2023 16:12:43,6

19.51,21.36,240.8,11.4,20.16,241.7,08/11/2023 16:12:43,6

10.81,19.51,21.36,240.8,20.16,241.7,08/11/2023 16:12:43,6

19.51,9.71,21.36,240.8,20.16,241.7,08/11/2023 16:12:43,6

19.51,21.36,240.8,7.07,20.16,241.7,08/11/2023 16:12:43,6

19.51,21.36,240.8,5.12,20.16,241.7,08/11/2023 16:12:43,6

19.51,21.36,240.8,12.83,20.16,241.7,08/11/2023 16:12:43,6

9.3,19.51,21.36,240.8,20.16,241.7,08/11/2023 16:12:43,6

19.51,21.36,240.8,20.16,241.7,7.74,08/11/2023 16:12:43,6

19.51,21.36,240.8,10.9,20.16,241.7,08/11/2023 16:12:43,6

19.51,9.19,21.36,240.8,20.18,241.7,08/11/2023 16:12:43,6

12.66,19.5,21.34,240.7,20.18,241.7,08/11/2023 16:12:43,6

19.5,10.06,21.34,240.7,20.18,241.7,08/11/2023 16:12:43,6

19.5,21.34,240.7,14.63,20.18,241.7,08/11/2023 16:12:43,6

19.5,21.46,21.34,240.7,20.18,241.7,08/11/2023 16:12:43,6

19.5,21.34,240.7,12.33,20.18,241.7,08/11/2023 16:12:43,6

15.43,19.5,21.34,240.7,20.18,241.7,08/11/2023 16:12:44,6

19.5,21.34,14.57,240.7,20.18,241.7,08/11/2023 16:12:44,6

19.5,21.34,240.7,8.55,20.18,241.7,08/11/2023 16:12:44,6

19.5,21.34,240.7,8.19,20.18,241.7,08/11/2023 16:12:44,6

19.5,21.34,240.7,11.52,20.18,241.7,08/11/2023 16:12:44,6

10.66,19.5,21.34,240.7,20.18,241.7,08/11/2023 16:12:44,6

19.5,21.34,12.67,240.7,20.18,241.7,08/11/2023 16:12:44,6

19.5,21.34,240.7,9.4,20.18,241.7,08/11/2023 16:12:44,6

19.5,21.34,240.7,12.68,20.18,241.7,08/11/2023 16:12:44,6

19.5,21.34,240.7,11.51,20.18,241.7,08/11/2023 16:12:44,6

14.21,19.5,21.34,240.7,20.18,241.7,08/11/2023 16:12:44,6

19.5,21.34,240.7,8.22,20.18,241.7,08/11/2023 16:12:44,6

19.5,21.34,240.7,20.18,241.7,8.99,08/11/2023 16:12:44,6

19.5,21.34,240.7,20.18,241.7,9.34,08/11/2023 16:12:44,6

19.5,21.34,240.7,15.18,20.18,241.7,08/11/2023 16:12:44,6

11.95,19.5,21.34,240.7,20.18,241.7,08/11/2023 16:12:44,6

19.5,8.53,21.34,240.7,20.18,241.7,08/11/2023 16:12:44,6

19.5,21.34,240.7,8.27,20.18,241.7,08/11/2023 16:12:44,6

19.5,21.34,240.7,20.18,241.7,7.38,08/11/2023 16:12:44,6

10.42,20.16,241.9,19.48,21.36,240.9,08/11/2023 16:12:45,6

20.16,241.9,19.48,21.36,240.9,10.55,08/11/2023 16:12:45,6

20.16,241.9,19.48,21.36,240.9,15.36,08/11/2023 16:12:45,6

10.12,19.48,21.36,240.9,20.16,241.9,08/11/2023 16:12:45,6

19.48,14.77,21.36,240.9,20.16,241.9,08/11/2023 16:12:45,6

11.53,19.48,21.36,240.9,20.16,241.9,08/11/2023 16:12:45,6

19.48,21.36,240.9,20.16,241.9,8.67,08/11/2023 16:12:45,6

21.36,240.9,6.93,20.16,241.9,19.48,08/11/2023 16:12:45,6

21.36,240.9,20.16,241.9,19.48,11.19,08/11/2023 16:12:45,6

13.6,20.16,241.9,19.48,21.36,240.9,08/11/2023 16:12:45,6

20.16,241.9,19.48,21.36,240.9,10.15,08/11/2023 16:12:45,6

241.9,19.48,21.36,240.9,9.27,20.16,08/11/2023 16:12:45,6

241.9,19.48,21.36,240.9,8.55,20.16,08/11/2023 16:12:45,6

241.9,19.48,21.36,240.9,13.88,20.16,08/11/2023 16:12:45,6

11.44,241.9,19.48,21.36,240.9,20.16,08/11/2023 16:12:45,6

241.9,19.48,21.36,240.9,20.16,6.96,08/11/2023 16:12:45,6

241.9,19.48,21.36,240.9,7.99,20.16,08/11/2023 16:12:45,6

241.9,19.48,21.36,240.9,10.96,20.16,08/11/2023 16:12:45,6

241.9,19.48,21.36,9.75,240.9,20.16,08/11/2023 16:12:46,6

12.65,241.9,19.48,21.36,240.9,20.16,08/11/2023 16:12:46,6

241.9,19.48,21.36,240.9,14.41,20.16,08/11/2023 16:12:46,6

241.9,19.48,21.36,240.9,10.75,20.16,08/11/2023 16:12:46,6

241.9,19.48,10.21,21.36,240.9,20.16,08/11/2023 16:12:46,6

241.9,8.17,19.48,21.36,240.9,20.16,08/11/2023 16:12:46,6

9.97,241.9,19.44,21.34,240.9,20.16,08/11/2023 16:12:46,6

241.9,15.41,19.44,21.34,240.9,20.16,08/11/2023 16:12:46,6

241.9,19.44,21.34,240.9,14.03,20.16,08/11/2023 16:12:46,6

241.9,19.44,21.34,240.9,9.68,20.16,08/11/2023 16:12:46,6

241.9,19.44,21.34,240.9,14.6,20.16,08/11/2023 16:12:46,6

4.78,241.9,19.44,21.34,240.9,20.16,08/11/2023 16:12:46,6

241.9,19.44,21.34,10.16,240.9,20.16,08/11/2023 16:12:46,6

241.9,6.43,19.44,21.34,240.9,20.16,08/11/2023 16:12:46,6

241.9,19.44,21.34,240.9,11.81,20.16,08/11/2023 16:12:46,6

241.9,19.44,21.34,240.9,10.47,20.16,08/11/2023 16:12:46,6

241.9,10.88,19.44,21.34,240.9,20.16,08/11/2023 16:12:47,6

241.9,19.44,21.34,240.9,20.16,7.84,08/11/2023 16:12:47,6

20.16,241.9,19.44,21.34,240.9,8.18,08/11/2023 16:12:47,6

20.16,11.29,241.9,19.44,21.34,240.9,08/11/2023 16:12:47,6

10.38,20.16,241.9,19.44,21.34,240.9,08/11/2023 16:12:47,6

20.16,241.9,19.44,21.34,240.9,9.68,08/11/2023 16:12:47,6

20.16,241.9,19.44,21.34,240.9,9.81,08/11/2023 16:12:47,6

7.7,20.16,241.9,19.44,21.34,240.9,08/11/2023 16:12:47,6

20.16,241.9,10.88,19.44,21.34,240.9,08/11/2023 16:12:47,6

20.16,241.9,19.44,21.34,240.9,10.36,08/11/2023 16:12:47,6

20.16,14.18,241.9,19.44,21.34,240.9,08/11/2023 16:12:47,6

20.16,241.9,19.44,21.34,240.9,7.21,08/11/2023 16:12:47,6

8.37,20.17,241.8,19.41,21.39,240.9,08/11/2023 16:12:47,6

20.17,241.8,19.41,21.39,240.9,11.36,08/11/2023 16:12:47,6

20.17,12.35,241.8,19.41,21.39,240.9,08/11/2023 16:12:47,6

14.94,20.17,241.8,19.41,21.39,240.9,08/11/2023 16:12:47,6

20.17,8.23,241.8,19.41,21.39,240.9,08/11/2023 16:12:47,6

10,20.17,241.8,19.41,21.39,240.9,08/11/2023 16:12:48,6

6.42,20.17,241.8,19.41,21.39,240.9,08/11/2023 16:12:48,6

20.17,241.8,19.41,21.39,240.9,11.04,08/11/2023 16:12:48,6

20.17,11.94,241.8,19.41,21.39,240.9,08/11/2023 16:12:48,6

13.46,20.17,241.8,19.41,21.39,240.9,08/11/2023 16:12:48,6

15.17,20.17,241.8,19.41,21.39,240.9,08/11/2023 16:12:48,6

20.17,241.8,19.41,21.39,240.9,12.56,08/11/2023 16:12:48,6

241.8,19.41,21.39,240.9,8.39,20.17,08/11/2023 16:12:48,6

241.8,19.41,21.39,240.9,7.29,20.17,08/11/2023 16:12:48,6

15.78,241.8,19.41,21.39,240.9,20.17,08/11/2023 16:12:48,6

8.46,241.8,19.41,21.39,240.9,20.17,08/11/2023 16:12:48,6

241.8,19.41,21.39,240.9,20.17,8.29,08/11/2023 16:12:48,6

241.8,19.41,21.39,240.9,12.31,20.17,08/11/2023 16:12:48,6

241.8,19.41,21.39,240.9,20.17,12.32,08/11/2023 16:12:48,6

241.8,19.41,21.39,240.9,9.56,20.17,08/11/2023 16:12:48,6

241.8,13.31,19.44,21.39,240.9,20.17,08/11/2023 16:12:48,6

9.59,241.8,19.44,21.39,240.9,20.17,08/11/2023 16:12:48,6

9.4,241.8,19.44,21.39,240.9,20.17,08/11/2023 16:12:48,6

6.66,241.8,19.44,21.39,240.9,20.17,08/11/2023 16:12:48,6

10.72,241.8,19.44,21.39,240.9,20.12,08/11/2023 16:12:49,6

11.4,241.9,19.44,21.38,240.9,20.12,08/11/2023 16:12:49,6

241.9,14.37,19.44,21.38,240.9,20.12,08/11/2023 16:12:49,6

241.9,19.44,21.38,240.9,20.12,8.31,08/11/2023 16:12:49,6

19.44,21.38,240.9,6.8,20.12,241.9,08/11/2023 16:12:49,6

19.44,21.38,240.9,13.06,20.12,241.9,08/11/2023 16:12:49,6

7.48,19.44,21.38,240.9,20.12,241.9,08/11/2023 16:12:49,6

19.44,21.38,240.9,20.12,9.42,241.9,08/11/2023 16:12:49,6

19.44,21.38,240.9,12.14,20.12,241.9,08/11/2023 16:12:49,6

19.44,21.38,240.9,14.47,20.12,241.9,08/11/2023 16:12:49,6

19.44,21.38,240.9,11.51,20.12,241.9,08/11/2023 16:12:49,6

12.21,19.44,21.38,240.9,20.12,241.9,08/11/2023 16:12:49,6

19.44,21.38,240.9,20.12,241.9,9.56,08/11/2023 16:12:49,6

8.04,20.12,241.9,19.44,21.38,240.9,08/11/2023 16:12:49,6

20.12,241.9,19.44,21.38,240.9,10.85,08/11/2023 16:12:49,6

20.12,241.9,19.44,21.38,240.9,13.05,08/11/2023 16:12:50,6

20.12,241.9,19.44,21.38,240.9,10,08/11/2023 16:12:50,6

20.12,241.9,14.14,19.44,21.38,240.9,08/11/2023 16:12:50,6

15.85,20.13,241.8,19.44,21.33,241,08/11/2023 16:12:50,6

20.13,241.8,19.44,21.33,241,7.27,08/11/2023 16:12:50,6

20.13,241.8,19.44,21.33,241,8.67,08/11/2023 16:12:50,6

20.13,241.8,19.44,21.33,241,11.06,08/11/2023 16:12:50,6

241.8,19.44,21.33,241,9.59,20.13,08/11/2023 16:12:50,6

12.19,241.8,19.44,21.33,241,20.13,08/11/2023 16:12:50,6

241.8,19.44,21.33,241,11.58,20.13,08/11/2023 16:12:50,6

241.8,19.44,21.33,241,13.5,20.13,08/11/2023 16:12:50,6

12.52,241.8,19.44,21.33,241,20.13,08/11/2023 16:12:50,6

241.8,19.44,21.33,241,12.1,20.13,08/11/2023 16:12:50,6

10.42,241.8,19.44,21.33,241,20.13,08/11/2023 16:12:50,6

241.8,19.44,6.16,21.33,241,20.13,08/11/2023 16:12:50,6

241.8,19.44,21.33,241,20.13,10.57,08/11/2023 16:12:50,6

10.71,241.8,19.44,21.33,241,20.13,08/11/2023 16:12:50,6

241.8,19.44,21.33,241,9.41,20.13,08/11/2023 16:12:50,6

10.36,241.8,19.44,21.33,241,20.13,08/11/2023 16:12:51,6

241.8,19.44,21.33,241,15.1,20.13,08/11/2023 16:12:51,6

241.8,19.44,21.33,241,12.15,20.13,08/11/2023 16:12:51,6

241.8,19.44,21.33,241,8.65,20.13,08/11/2023 16:12:51,6

241.8,12.12,19.44,21.33,241,20.13,08/11/2023 16:12:51,6

8.4,241.8,19.44,21.33,241,20.13,08/11/2023 16:12:51,6

241.8,19.44,21.33,241,8.28,20.13,08/11/2023 16:12:51,6

241.8,19.44,21.33,9.79,241,20.13,08/11/2023 16:12:51,6

6.09,241.8,19.44,21.33,241,20.13,08/11/2023 16:12:51,6

12.02,241.8,19.44,21.33,241,20.13,08/11/2023 16:12:51,6

14.5,241.8,19.03,21.33,241,alta,08/11/2023 16:12:56,6

19.79,9.84,241.9,19.05,21.13,240.9,08/11/2023 16:12:56,6

19.79,241.9,19.05,5.33,21.13,240.9,08/11/2023 16:12:56,6

8.17,19.79,241.9,19.05,21.13,240.9,08/11/2023 16:12:56,6

8.12,19.79,241.9,19.05,21.13,240.9,08/11/2023 16:12:56,6

9.66,19.79,241.9,19.05,21.13,240.9,08/11/2023 16:12:56,6

4.75,20.14,241.8,19.44,21.41,240.8,08/11/2023 16:12:56,6

8.98,20.14,241.8,19.44,21.41,240.8,08/11/2023 16:12:56,6

8.06,20.14,241.8,19.44,21.41,240.8,08/11/2023 16:12:56,6

11.07,20.14,241.8,19.44,21.41,240.8,08/11/2023 16:12:56,6

20.14,241.8,19.44,21.41,13.62,240.8,08/11/2023 16:12:56,6

11.77,20.14,241.8,19.44,21.41,240.8,08/11/2023 16:12:57,6

20.14,241.8,19.44,21.41,240.8,12.08,08/11/2023 16:12:57,6

19.44,21.41,240.8,20.14,241.8,12.35,08/11/2023 16:12:57,6

20.14,241.8,19.44,21.41,240.8,17.8,08/11/2023 16:12:57,6

11.24,20.14,241.8,19.44,21.41,240.8,08/11/2023 16:12:57,6

13,20.14,241.8,19.44,21.41,240.8,08/11/2023 16:12:57,6

20.14,241.8,19.44,21.41,240.8,14.51,08/11/2023 16:12:57,6

8.16,20.14,241.8,19.44,21.41,240.8,08/11/2023 16:12:57,6

13.35,20.14,241.8,19.44,21.41,240.8,08/11/2023 16:12:57,6

11.56,20.14,241.8,19.44,21.41,240.8,08/11/2023 16:12:57,6

12.46,20.14,241.8,19.44,21.41,240.8,08/11/2023 16:12:57,6

9.02,20.14,241.8,19.44,21.41,240.8,08/11/2023 16:12:57,6

8.36,20.14,241.8,19.44,21.41,240.8,08/11/2023 16:12:57,6

20.14,241.8,19.44,21.41,240.8,4.97,08/11/2023 16:12:57,6

19.43,20.14,241.8,19.44,21.41,240.8,08/11/2023 16:12:57,6

20.14,241.8,11.76,19.44,21.41,240.8,08/11/2023 16:12:57,6

20.14,241.8,19.44,21.41,240.8,13.27,08/11/2023 16:12:57,6

20.14,12.34,241.8,19.44,21.41,240.8,08/11/2023 16:12:57,6

20.14,241.8,19.44,21.41,240.8,9.67,08/11/2023 16:12:57,6

6.89,20.12,241.8,19.4,21.36,241,08/11/2023 16:12:58,6

20.12,241.8,19.4,21.36,241,12.67,08/11/2023 16:12:58,6

20.12,241.8,11.15,19.4,21.36,241,08/11/2023 16:12:58,6

20.12,241.8,19.4,21.36,241,14.54,08/11/2023 16:12:58,6

20.12,241.8,19.4,21.36,241,12.5,08/11/2023 16:12:58,6

10.75,20.12,241.8,19.4,21.36,241,08/11/2023 16:12:58,6

12.05,20.12,241.8,19.4,21.36,241,08/11/2023 16:12:58,6

20.12,241.8,19.4,21.36,241,11.96,08/11/2023 16:12:58,6

20.12,241.8,19.4,21.36,241,9.04,08/11/2023 16:12:58,6

20.12,241.8,19.4,21.36,241,9.19,08/11/2023 16:12:58,6

