Current_1,Acceleration,Voltage_1,Current_2,Voltage_2,Current_3,Voltage_3,Power,formattedTimestamp,stringPersonalizado

8.84,19.74,242.3,19.04,243.1,20.92,241.3,9046.3,14/11/2023 16:48:47,9

19.74,8.01,242.3,19.04,243.1,20.92,241.3,9046.3,14/11/2023 16:48:47,9

7.37,19.74,242.3,19.04,243.1,20.92,241.3,9046.3,14/11/2023 16:48:47,9

13.93,19.74,242.3,19.04,243.1,20.92,241.3,9046.3,14/11/2023 16:48:47,9

9.03,19.74,242.3,19.04,243.1,20.92,241.3,9046.3,14/11/2023 16:48:47,9

9.65,19.74,242.1,19.04,243.1,20.92,241.3,9041.2,14/11/2023 16:48:47,9

19.74,242.1,10.47,19.04,243.1,20.92,241.3,9041.2,14/11/2023 16:48:47,9

19.74,242.1,10.86,19.12,243.1,20.97,241.3,9072.4,14/11/2023 16:48:48,9

10.96,19.74,242.1,19.12,243.1,20.97,241.3,9072.4,14/11/2023 16:48:48,9

19.74,242.1,19.12,243.1,20.97,241.3,9072.4,9.75,14/11/2023 16:48:48,9

8.28,19.74,242.1,19.12,243.1,20.97,241.3,9072.4,14/11/2023 16:48:48,9

19.74,242.1,19.12,243.1,20.97,241.3,9072.4,10.94,14/11/2023 16:48:48,9

19.74,242.1,9.27,19.12,243.1,20.97,241.3,9072.4,14/11/2023 16:48:48,9

19.74,242.1,19.12,9.19,243.1,20.97,241.3,9072.4,14/11/2023 16:48:48,9

9.76,19.74,242.1,19.12,243.1,20.97,241.3,9072.4,14/11/2023 16:48:48,9

19.74,242.1,19.12,243.1,20.97,241.3,9072.4,9.34,14/11/2023 16:48:48,9

9.16,19.12,243.1,20.97,241.3,9072.4,19.74,242.1,14/11/2023 16:48:48,9

19.12,12.31,243.1,20.97,241.3,9072.4,19.74,242.1,14/11/2023 16:48:48,9

19.12,11.58,243.1,20.97,241.3,9072.4,19.74,242.1,14/11/2023 16:48:48,9

19.12,243.1,20.97,241.3,9072.4,19.74,8.76,242.1,14/11/2023 16:48:48,9

19.12,243.1,20.97,241.3,9072.4,12.91,19.74,242.1,14/11/2023 16:48:48,9

7.07,19.12,243.1,20.97,241.3,9072.4,19.74,242.1,14/11/2023 16:48:48,9

19.12,243.1,20.97,241.3,9072.4,9.79,19.74,242.1,14/11/2023 16:48:48,9

19.12,243.1,20.97,241.3,9072.4,11.26,19.74,242.1,14/11/2023 16:48:48,9

19.12,243.1,20.97,241.3,9072.4,19.74,242.1,9.72,14/11/2023 16:48:48,9

20.97,241.3,9072.4,19.74,11.68,242.1,19.08,243.1,14/11/2023 16:48:49,9

8.9,20.97,241.3,9068.5,19.74,242.1,19.08,243.1,14/11/2023 16:48:49,9

20.97,241.3,9068.5,19.74,10.14,242.1,19.08,243.1,14/11/2023 16:48:49,9

20.97,241.3,9068.5,10.09,19.68,242.2,19.08,243.1,14/11/2023 16:48:49,9

20.97,241.3,9059.8,19.68,242.2,19.08,243.1,9.33,14/11/2023 16:48:49,9

9059.8,10.33,19.68,242.2,19.08,243.1,20.85,241.3,14/11/2023 16:48:49,9

9039.1,19.68,242.2,19.08,243.1,20.85,241.3,8.52,14/11/2023 16:48:49,9

8.53,19.68,242.2,19.08,243.1,20.85,241.3,9039.1,14/11/2023 16:48:49,9

8.31,19.68,242.2,19.08,243.1,20.85,241.3,9039.1,14/11/2023 16:48:49,9

19.68,8.73,242.2,19.08,243.1,20.85,241.3,9039.1,14/11/2023 16:48:49,9

19.68,242.2,5.81,19.08,243.1,20.85,241.3,9039.1,14/11/2023 16:48:49,9

9.99,19.68,242.2,19.08,243.1,20.85,241.3,9039.1,14/11/2023 16:48:49,9

19.68,242.2,19.08,243.1,20.85,241.3,9039.1,12.75,14/11/2023 16:48:49,9

9.06,19.68,242.2,19.08,243.1,20.85,241.3,9039.1,14/11/2023 16:48:49,9

9.26,19.73,242.3,19.18,243.2,20.98,241.5,9099.7,14/11/2023 16:48:54,9

13.29,19.73,242.3,19.18,243.2,20.98,241.5,9099.7,14/11/2023 16:48:54,9

19.73,242.3,13.1,19.18,243.2,20.98,241.5,9099.7,14/11/2023 16:48:54,9

19.73,8.66,242.3,19.18,243.2,20.98,241.5,9099.7,14/11/2023 16:48:54,9

19.73,242.3,19.18,9.15,243.2,20.98,241.5,9099.7,14/11/2023 16:48:54,9

9.12,19.73,242.3,19.18,243.2,20.98,241.5,9099.7,14/11/2023 16:48:55,9

9.9,19.73,242.3,19.18,243.2,20.98,241.5,9099.7,14/11/2023 16:48:55,9

11.96,19.73,242.3,19.18,243.2,20.98,241.5,9099.7,14/11/2023 16:48:55,9

19.73,242.3,19.18,243.2,20.98,241.5,9099.7,8.51,14/11/2023 16:48:55,9

19.73,242.3,19.18,243.2,20.98,241.5,9099.7,13.09,14/11/2023 16:48:55,9

7.34,19.73,242.3,19.18,243.2,20.98,241.5,9099.7,14/11/2023 16:48:55,9

19.73,242.3,19.18,243.2,20.98,241.5,9099.7,11.31,14/11/2023 16:48:55,9

19.73,242.3,19.18,243.2,20.98,241.5,9099.7,9.71,14/11/2023 16:48:55,9

242.3,19.18,243.2,20.98,241.5,9099.7,12.89,19.73,14/11/2023 16:48:55,9

242.3,19.18,243.2,20.98,241.5,9099.7,7.82,19.73,14/11/2023 16:48:55,9

12.34,242.3,19.12,243.3,20.98,241.5,9095.4,19.73,14/11/2023 16:48:55,9

242.3,19.12,243.3,20.98,241.5,9095.4,11.14,19.73,14/11/2023 16:48:55,9

242.3,19.12,243.3,20.98,241.5,9095.4,19.73,9.57,14/11/2023 16:48:55,9

19.12,243.3,20.98,241.5,9095.4,11.14,19.73,242.3,14/11/2023 16:48:55,9

19.12,7.98,243.3,20.98,241.5,9095.4,19.69,242.2,14/11/2023 16:48:55,9

10.9,19.12,243.3,20.95,241.4,9072,19.69,242.2,14/11/2023 16:48:56,9

11.69,19.12,243.3,20.95,241.4,9072,19.69,242.2,14/11/2023 16:48:56,9

19.12,243.3,20.95,241.4,9072,19.69,242.2,9.37,14/11/2023 16:48:56,9

9.56,19.69,242.2,19.12,243.3,20.95,241.4,9072,14/11/2023 16:48:56,9

19.69,242.2,19.12,7.68,243.3,20.95,241.4,9072,14/11/2023 16:48:56,9

10.79,19.69,242.2,19.12,243.3,20.95,241.4,9072,14/11/2023 16:48:56,9

19.69,8.25,242.2,19.12,243.3,20.95,241.4,9072,14/11/2023 16:48:56,9

13.43,19.69,242.2,19.12,243.3,20.95,241.4,9072,14/11/2023 16:48:56,9

9.02,19.69,242.2,19.12,243.3,20.95,241.4,9072,14/11/2023 16:48:56,9

12.58,19.69,242.2,19.12,243.3,20.95,241.4,9072,14/11/2023 16:48:56,9

10.37,19.69,242.2,19.12,243.3,20.95,241.4,9072,14/11/2023 16:48:56,9

12.26,19.69,242.2,19.12,243.3,20.95,241.4,9072,14/11/2023 16:48:56,9

19.69,242.2,19.12,243.3,20.95,241.4,9072,8.58,14/11/2023 16:48:56,9

9.87,19.69,242.2,19.12,243.3,20.95,241.4,9072,14/11/2023 16:48:56,9

8.53,19.69,242.2,19.12,243.3,20.95,241.4,9072,14/11/2023 16:48:56,9

9.6,19.69,242.2,19.12,243.3,20.95,241.4,9072,14/11/2023 16:48:56,9

19.69,7.83,242.2,19.12,243.3,20.95,241.4,9072,14/11/2023 16:48:56,9

19.69,242.2,10.49,19.12,243.3,20.95,241.4,9072,14/11/2023 16:48:56,9

13.41,19.69,242.2,19.14,243.2,20.95,241.4,9077.7,14/11/2023 16:48:57,9

19.69,242.2,19.14,243.2,20.98,241.3,9080.7,8.08,14/11/2023 16:48:57,9

19.14,243.2,20.98,241.3,9080.7,13.17,19.69,242.2,14/11/2023 16:48:57,9

7.53,19.14,243.2,20.98,241.3,9080.7,19.69,242.2,14/11/2023 16:48:57,9

19.14,243.2,10.07,20.98,241.3,9080.7,19.69,242.2,14/11/2023 16:48:57,9

19.14,243.2,20.98,241.3,9080.7,9.52,19.69,242.2,14/11/2023 16:48:57,9

19.14,243.2,20.98,241.3,9080.7,8.01,19.69,242.2,14/11/2023 16:48:57,9

19.14,243.2,20.98,241.3,9080.7,10.31,19.69,242.2,14/11/2023 16:48:57,9

12.95,19.14,243.2,20.98,241.3,9080.7,19.69,242.2,14/11/2023 16:48:57,9

19.14,243.2,10.5,20.98,241.3,9080.7,19.69,242.2,14/11/2023 16:48:57,9

19.14,243.2,20.98,241.3,9080.7,19.69,242.2,12.27,14/11/2023 16:48:57,9

19.69,242.2,19.14,243.2,20.98,241.3,9080.7,11.88,14/11/2023 16:48:57,9

11.67,19.69,242.2,19.14,243.2,20.98,241.3,9080.7,14/11/2023 16:48:57,9

13.45,19.69,242.2,19.14,243.2,20.98,241.3,9080.7,14/11/2023 16:48:57,9

19.69,12.11,242.2,19.14,243.2,20.98,241.3,9080.7,14/11/2023 16:48:57,9

19.69,242.2,19.14,243.2,10.29,20.98,241.3,9080.7,14/11/2023 16:48:57,9

8.8,19.69,242.2,19.14,243.2,20.98,241.3,9080.7,14/11/2023 16:48:57,9

9.58,19.69,242.2,19.15,243.1,20.98,241.3,9076.7,14/11/2023 16:48:58,9

11.28,19.69,242.2,19.15,243.1,20.98,241.3,9076.7,14/11/2023 16:48:58,9

19.69,242.2,19.15,243.1,20.98,241.3,9076.7,10.31,14/11/2023 16:48:58,9

19.69,242.2,19.15,243.1,20.98,241.3,9076.7,6.79,14/11/2023 16:48:58,9

19.69,12.32,242.2,19.15,243.1,20.98,241.3,9076.7,14/11/2023 16:48:58,9

12.7,19.71,242.2,19.15,243.1,20.98,241.3,9082.1,14/11/2023 16:48:58,9

19.71,242.2,8.69,19.15,243.1,20.95,241.3,9078.9,14/11/2023 16:48:58,9

19.71,242.2,19.15,243.1,20.95,241.3,9078.9,10.16,14/11/2023 16:48:58,9

13.34,19.71,242.2,19.15,243.1,20.95,241.3,9078.9,14/11/2023 16:48:58,9

10.7,19.71,242.2,19.15,243.1,20.95,241.3,9078.9,14/11/2023 16:48:58,9

10.69,19.71,242.2,19.15,243.1,20.95,241.3,9078.9,14/11/2023 16:48:58,9

19.71,242.2,9.63,19.15,243.1,20.95,241.3,9078.9,14/11/2023 16:48:58,9

10.27,19.71,242.2,19.15,243.1,20.95,241.3,9078.9,14/11/2023 16:48:58,9

8.89,19.71,242.2,19.15,243.1,20.95,241.3,9078.9,14/11/2023 16:48:58,9

10.19,19.71,242.2,19.15,243.1,20.95,241.3,9078.9,14/11/2023 16:48:58,9

6.78,19.71,242.2,19.15,243.1,20.95,241.3,9078.9,14/11/2023 16:48:59,9

9.25,19.71,242.2,19.15,243.1,20.95,241.3,9078.9,14/11/2023 16:48:59,9

12.92,19.71,242.2,19.15,243.1,20.95,241.3,9078.9,14/11/2023 16:48:59,9

9.62,19.71,242.2,19.15,243.1,20.95,241.3,9078.9,14/11/2023 16:48:59,9

19.71,242.2,19.15,243.1,20.95,241.3,9078.9,11.69,14/11/2023 16:48:59,9

19.71,242.2,19.15,243.1,20.95,241.3,9078.9,8.61,14/11/2023 16:48:59,9

19.71,242.2,19.15,10.63,243.1,20.95,241.3,9078.9,14/11/2023 16:48:59,9

9.4,19.74,242,19.15,243,20.95,241.3,9080.2,14/11/2023 16:48:59,9

19.74,242,19.15,8.39,243,21.01,241.2,9078.5,14/11/2023 16:48:59,9

19.74,242,19.15,243,21.01,241.2,10.64,9078.5,14/11/2023 16:48:59,9

19.74,242,19.15,243,21.01,241.2,9078.5,9.17,14/11/2023 16:48:59,9

19.74,9.96,242,19.15,243,21.01,241.2,9078.5,14/11/2023 16:48:59,9

11.88,19.74,242,19.15,243,21.01,241.2,9078.5,14/11/2023 16:48:59,9

8.77,19.74,242,19.15,243,21.01,241.2,9078.5,14/11/2023 16:48:59,9

19.74,242,19.15,243,21.01,241.2,9078.5,10.82,14/11/2023 16:48:59,9

19.74,242,19.15,243,21.01,241.2,9078.5,10.01,14/11/2023 16:48:59,9

19.74,242,19.15,243,21.01,241.2,9078.5,11.78,14/11/2023 16:48:59,9

8.28,19.74,242,19.15,243,21.01,241.2,9078.5,14/11/2023 16:49:00,9

19.74,242,19.15,243,10.66,21.01,241.2,9078.5,14/11/2023 16:49:00,9

13.92,19.74,242,19.15,243,21.01,241.2,9078.5,14/11/2023 16:49:00,9

8.34,19.74,242,19.15,243,21.01,241.2,9078.5,14/11/2023 16:49:00,9

19.74,11.29,242,19.15,243,21.01,241.2,9078.5,14/11/2023 16:49:00,9

12.25,19.74,242,19.15,243,21.01,241.2,9078.5,14/11/2023 16:49:00,9

19.74,242,19.15,243,10.92,21.01,241.2,9078.5,14/11/2023 16:49:00,9

8.73,19.74,242,19.15,243,21.01,241.2,9078.5,14/11/2023 16:49:00,9

10.02,19.74,242,19.15,243,21.01,241.2,9078.5,14/11/2023 16:49:00,9

19.74,242,19.15,243,21.01,241.2,9078.5,10.45,14/11/2023 16:49:00,9

13.43,19.74,242,19.15,243,21.01,241.2,9078.5,14/11/2023 16:49:00,9

9.21,19.74,242,19.15,243,21.01,241.2,9078.5,14/11/2023 16:49:00,9

10.91,19.74,242,19.15,243,21.01,241.2,9078.5,14/11/2023 16:49:00,9

19.74,242,19.15,243,21.01,241.2,9078.5,10.29,14/11/2023 16:49:00,9

19.74,242,19.15,243,21.01,241.2,9078.5,10.32,14/11/2023 16:49:00,9

8.59,19.7,242.2,19.1,243.1,20.89,241.4,9057.3,14/11/2023 16:49:00,9

11.89,19.7,242.2,19.1,243.1,20.89,241.4,9057.3,14/11/2023 16:49:00,9

8.65,19.7,242.2,19.1,243.1,20.89,241.4,9057.3,14/11/2023 16:49:00,9

8.79,19.7,242.2,19.1,243.1,20.89,241.4,9057.3,14/11/2023 16:49:00,9

9.53,19.7,242.2,19.1,243.1,20.89,241.4,9057.3,14/11/2023 16:49:01,9

19.7,9.52,242.2,19.1,243.1,20.89,241.4,9057.3,14/11/2023 16:49:01,9

19.7,242.2,9.28,19.1,243.1,20.89,241.4,9057.3,14/11/2023 16:49:01,9

11.64,19.7,242.2,19.1,243.1,20.89,241.4,9057.3,14/11/2023 16:49:01,9

10.48,19.7,242.2,19.1,243.1,20.89,241.4,9057.3,14/11/2023 16:49:01,9

9.82,19.7,242.2,19.1,243.1,20.89,241.4,9057.3,14/11/2023 16:49:01,9

8.02,19.7,242.2,19.1,243.1,20.89,241.4,9057.3,14/11/2023 16:49:01,9

19.7,242.2,11.49,19.1,243.1,20.89,241.4,9057.3,14/11/2023 16:49:01,9

19.7,242.2,19.1,243.1,20.89,241.4,9057.3,7.73,14/11/2023 16:49:01,9

9.5,19.7,242.2,19.1,243.1,20.89,241.4,9057.3,14/11/2023 16:49:01,9

9.46,19.67,242.8,19,244.1,21.34,241.8,9132.8,14/11/2023 16:49:07,9

19.67,242.8,19,244.1,21.34,241.8,9.02,9132.8,14/11/2023 16:49:07,9

19.67,242.8,19,244.1,21.34,241.8,9132.8,7.69,14/11/2023 16:49:07,9

19.67,242.8,19,244.1,21.34,241.8,9132.8,10.59,14/11/2023 16:49:07,9

10.14,19.68,242.9,19.01,244.1,21.34,241.8,9149.2,14/11/2023 16:49:07,9

7.28,19.68,242.9,19.01,244.1,21.18,242,9133.7,14/11/2023 16:49:07,9

12.54,19.68,242.9,19.01,244.1,21.18,242,9133.7,14/11/2023 16:49:07,9

8.75,19.68,242.9,19.01,244.1,21.18,242,9133.7,14/11/2023 16:49:07,9

19.68,242.9,19.01,244.1,21.18,242,9133.7,10.23,14/11/2023 16:49:07,9

11.17,19.68,242.9,19.01,244.1,21.18,242,9133.7,14/11/2023 16:49:07,9

10.02,19.68,242.9,19.01,244.1,21.18,242,9133.7,14/11/2023 16:49:07,9

19.68,242.9,19.01,244.1,8.64,21.18,242,9133.7,14/11/2023 16:49:07,9

19.68,242.9,11.32,19.01,244.1,21.18,242,9133.7,14/11/2023 16:49:07,9

7.56,19.68,242.9,19.01,244.1,21.18,242,9133.7,14/11/2023 16:49:07,9

10.16,19.68,242.9,19.01,244.1,21.18,242,9133.7,14/11/2023 16:49:07,9

19.68,242.9,10.95,19.01,244.1,21.18,242,9133.7,14/11/2023 16:49:07,9

9.84,19.68,242.9,19.01,244.1,21.18,242,9133.7,14/11/2023 16:49:07,9

10.07,19.68,242.9,19.01,244.1,21.18,242,9133.7,14/11/2023 16:49:07,9

19.68,242.9,19.01,244.1,21.18,242,9133.7,10.24,14/11/2023 16:49:07,9

8.64,19.68,242.9,19.01,244.1,21.18,242,9133.7,14/11/2023 16:49:08,9

10.56,19.68,242.9,19.01,244.1,21.18,242,9133.7,14/11/2023 16:49:08,9

9.63,19.68,242.9,19.01,244.1,21.18,242,9133.7,14/11/2023 16:49:08,9

13.28,19.68,242.9,19.01,244.1,21.18,242,9133.7,14/11/2023 16:49:08,9

19.68,242.9,8.74,19.01,244.1,21.18,242,9133.7,14/11/2023 16:49:08,9

7.83,19.68,242.9,19.01,244.1,21.18,242,9127.9,14/11/2023 16:49:08,9

12.74,19.68,242.9,19.01,244.1,21.18,242,9127.9,14/11/2023 16:49:08,9

19.68,242.9,19.01,244.1,21.18,242,9127.9,9.08,14/11/2023 16:49:08,9

19.68,7.67,242.9,19.01,244.1,21.18,242,9127.9,14/11/2023 16:49:08,9

11.86,19.68,242.9,19.01,244.1,21.18,242,9127.9,14/11/2023 16:49:08,9

12.01,19.61,242.8,19.01,244.1,21.15,241.9,9118.9,14/11/2023 16:49:08,9

6.39,19.61,242.8,19.01,244.1,21.15,241.9,9118.9,14/11/2023 16:49:08,9

11,19.61,242.8,19.01,244.1,21.15,241.9,9118.9,14/11/2023 16:49:08,9

19.61,242.8,19.01,244.1,21.15,241.9,9118.9,10.26,14/11/2023 16:49:08,9

9.62,19.61,242.8,19.01,244.1,21.15,241.9,9118.9,14/11/2023 16:49:08,9

19.61,242.8,9.76,19.01,244.1,21.15,241.9,9118.9,14/11/2023 16:49:09,9

10.01,19.61,242.8,19.01,244.1,21.15,241.9,9118.9,14/11/2023 16:49:09,9

19.61,242.8,8.33,19.01,244.1,21.15,241.9,9118.9,14/11/2023 16:49:09,9

19.61,242.8,19.01,244.1,21.15,8.38,241.9,9118.9,14/11/2023 16:49:09,9

8.96,19.61,242.8,19.01,244.1,21.15,241.9,9118.9,14/11/2023 16:49:09,9

19.61,242.8,9.88,19.01,244.1,21.15,241.9,9118.9,14/11/2023 16:49:09,9

9.22,19.61,242.8,19.01,244.1,21.15,241.9,9118.9,14/11/2023 16:49:09,9

19.61,242.8,19.01,244.1,21.15,241.9,9118.9,8.71,14/11/2023 16:49:09,9

13.35,19.61,242.8,19.01,244.1,21.15,241.9,9118.9,14/11/2023 16:49:09,9

13.55,19.61,242.8,19.01,244.1,21.15,241.9,9118.9,14/11/2023 16:49:09,9

9.32,19.61,242.8,19.01,244.1,21.15,241.9,9118.9,14/11/2023 16:49:09,9

19.61,242.8,19.01,244.1,21.15,241.9,9118.9,10.32,14/11/2023 16:49:09,9

242.8,19.01,244.1,21.15,241.9,9118.9,13.53,19.63,14/11/2023 16:49:09,9

12.05,242.8,19.01,244.1,21.14,241.9,9113.9,19.63,14/11/2023 16:49:09,9

242.8,19.01,244.1,21.14,241.9,9113.9,12.57,19.63,14/11/2023 16:49:09,9

242.8,19.01,244.1,21.14,241.9,9113.9,19.63,8.87,14/11/2023 16:49:09,9

21.14,241.9,9113.9,12.55,19.63,242.8,19.01,244.1,14/11/2023 16:49:09,9

21.14,241.9,9113.9,11.83,19.63,242.8,19.01,244.1,14/11/2023 16:49:10,9

10.91,21.14,241.9,9113.9,19.63,242.8,19.01,244.1,14/11/2023 16:49:10,9

21.14,241.9,9113.9,8.25,19.63,242.8,19.01,244.1,14/11/2023 16:49:10,9

21.14,241.9,9113.9,19.63,12.89,242.8,19.01,244.1,14/11/2023 16:49:10,9

21.14,241.9,9113.9,10.48,19.63,242.8,19.01,244.1,14/11/2023 16:49:10,9

8.67,21.14,241.9,9113.9,19.63,242.8,19.01,244.1,14/11/2023 16:49:10,9

21.14,241.9,9113.9,19.63,242.8,19.01,244.1,9.05,14/11/2023 16:49:10,9

5.57,19.63,242.8,19.01,244.1,21.14,241.9,9113.9,14/11/2023 16:49:10,9

8.92,19.63,242.8,19.01,244.1,21.14,241.9,9113.9,14/11/2023 16:49:10,9

19.63,242.8,19.01,244.1,13.19,21.14,241.9,9113.9,14/11/2023 16:49:10,9

12.49,19.63,242.8,19.01,244.1,21.14,241.9,9113.9,14/11/2023 16:49:10,9

9.48,19.63,242.8,19.01,244.1,21.14,241.9,9113.9,14/11/2023 16:49:10,9

19.63,242.8,19.01,244.1,21.14,241.9,9113.9,9.03,14/11/2023 16:49:10,9

11.32,19.63,242.8,19.01,244,21.14,241.9,9110.9,14/11/2023 16:49:10,9

19.63,242.8,19.01,244,21.14,241.9,9110.9,9.84,14/11/2023 16:49:10,9

19.63,242.8,19.01,244,21.14,241.9,9110.9,8.88,14/11/2023 16:49:10,9

9.23,242.8,19.01,244,21.14,241.9,9110.9,19.63,14/11/2023 16:49:10,9

242.8,19.01,244,21.14,7.66,241.9,9110.9,19.64,14/11/2023 16:49:11,9

242.8,12.87,19.01,244,21.16,241.9,9119.1,19.64,14/11/2023 16:49:11,9

8.71,242.8,19.01,244,21.16,241.9,9119.1,19.64,14/11/2023 16:49:11,9

242.8,19.01,244,21.16,241.9,9119.1,10.18,19.64,14/11/2023 16:49:11,9

242.8,19.01,244,21.16,241.9,9119.1,11.2,19.64,14/11/2023 16:49:11,9

8.87,242.8,19.01,244,21.16,241.9,9119.1,19.64,14/11/2023 16:49:11,9

8.28,242.8,19.01,244,21.16,241.9,9119.1,19.64,14/11/2023 16:49:11,9

242.8,19.01,8.56,244,21.16,241.9,9119.1,19.64,14/11/2023 16:49:11,9

242.8,19.01,244,21.16,241.9,9119.1,19.64,7.9,14/11/2023 16:49:11,9

9.08,19.64,242.8,19.01,244,21.16,241.9,9119.1,14/11/2023 16:49:11,9

8.31,19.64,242.8,19.01,244,21.16,241.9,9119.1,14/11/2023 16:49:11,9

19.64,242.8,19.01,244,21.16,9.49,241.9,9119.1,14/11/2023 16:49:11,9

8.79,19.64,242.8,19.01,244,21.16,241.9,9119.1,14/11/2023 16:49:11,9

9.87,19.64,242.8,19.01,244,21.16,241.9,9119.1,14/11/2023 16:49:11,9

19.64,242.8,19.01,244,7.83,21.16,241.9,9119.1,14/11/2023 16:49:12,9

19.64,9.11,242.8,19.01,244,21.16,241.9,9119.1,14/11/2023 16:49:12,9

19.64,242.8,8.58,19.01,244,21.16,241.9,9119.1,14/11/2023 16:49:12,9

19.64,10.39,242.8,19.01,244,21.16,241.9,9119.1,14/11/2023 16:49:12,9

11.23,19.64,242.8,19.01,244,21.16,241.9,9119.1,14/11/2023 16:49:12,9

19.64,242.8,9.11,19.01,244,21.16,241.9,9119.1,14/11/2023 16:49:12,9

19.64,242.8,19.01,244,21.16,241.9,11.33,9119.1,14/11/2023 16:49:12,9

19.64,9.53,242.8,19.01,244,21.16,241.9,9119.1,14/11/2023 16:49:12,9

10.68,19.66,242.8,19.01,244,21.16,241.9,9120,14/11/2023 16:49:12,9

12.04,19.66,242.8,19.01,244,21.15,241.8,9119.1,14/11/2023 16:49:12,9

19.66,242.8,19.01,244,21.15,241.8,8.86,9119.1,14/11/2023 16:49:12,9

19.66,242.8,19.01,244,21.15,241.8,9119.1,7.98,14/11/2023 16:49:12,9

7.5,19.66,242.8,19.01,244,21.15,241.8,9119.1,14/11/2023 16:49:12,9

19.66,242.8,9.64,19.01,244,21.15,241.8,9119.1,14/11/2023 16:49:12,9

12.05,19.66,242.8,19.01,244,21.15,241.8,9119.1,14/11/2023 16:49:12,9

19.66,242.8,19.01,244,21.15,241.8,9119.1,14.34,14/11/2023 16:49:12,9

242.8,19.01,244,21.15,241.8,9119.1,5.52,19.66,14/11/2023 16:49:12,9

9.24,242.8,19.01,244,21.15,241.8,9119.1,19.66,14/11/2023 16:49:12,9

7.23,242.8,19.01,244,21.15,241.8,9119.1,19.66,14/11/2023 16:49:13,9

242.8,19.01,244,10.8,21.15,241.8,9119.1,19.66,14/11/2023 16:49:13,9

242.8,19.01,244,21.15,241.8,9119.1,8.71,19.66,14/11/2023 16:49:13,9

242.8,19.01,244,21.15,241.8,9119.1,8.1,19.66,14/11/2023 16:49:13,9

242.8,9.1,19.01,244,21.15,241.8,9119.1,19.66,14/11/2023 16:49:13,9

242.8,19.01,244,12.61,21.15,241.8,9119.1,19.66,14/11/2023 16:49:13,9

242.8,19.01,244,21.15,241.8,9119.1,12.5,19.66,14/11/2023 16:49:13,9

8.4,242.8,19.01,244,21.15,241.8,9119.1,19.66,14/11/2023 16:49:13,9

13.23,242.8,19.01,244,21.15,241.8,9119.1,19.66,14/11/2023 16:49:13,9

242.8,12.98,19.02,243.9,21.15,241.8,9121,19.66,14/11/2023 16:49:13,9

242.8,19.02,243.9,8.24,21.21,241.7,9126.2,19.66,14/11/2023 16:49:13,9

242.8,19.02,243.9,21.21,241.7,9126.2,7.64,19.69,14/11/2023 16:49:13,9

10.82,242.7,19.02,243.9,21.21,241.7,9125.5,19.69,14/11/2023 16:49:13,9

242.7,10.84,19.02,243.9,21.21,241.7,9125.5,19.69,14/11/2023 16:49:13,9

242.7,19.02,243.9,21.21,241.7,9125.5,10.39,19.69,14/11/2023 16:49:13,9

242.7,19.02,243.9,11.34,21.21,241.7,9125.5,19.69,14/11/2023 16:49:13,9

242.7,19.02,243.9,21.21,241.7,9125.5,10.49,19.69,14/11/2023 16:49:14,9

9.12,242.7,19.02,243.9,21.21,241.7,9125.5,19.69,14/11/2023 16:49:14,9

9.69,242.7,19.02,243.9,21.21,241.7,9125.5,19.69,14/11/2023 16:49:14,9

242.7,19.02,243.9,21.21,241.7,9125.5,13.54,19.69,14/11/2023 16:49:14,9

242.7,19.02,243.9,9.45,21.21,241.7,9125.5,19.69,14/11/2023 16:49:14,9

242.7,19.02,243.9,21.21,241.7,9125.5,5.54,19.69,14/11/2023 16:49:14,9

9.62,242.7,19.02,243.9,21.21,241.7,9125.5,19.69,14/11/2023 16:49:14,9

242.7,10.87,19.02,243.9,21.21,241.7,9125.5,19.69,14/11/2023 16:49:14,9

242.7,6.06,19.02,243.9,21.21,241.7,9125.5,19.69,14/11/2023 16:49:14,9

242.7,19.02,243.9,10.05,21.21,241.7,9125.5,19.69,14/11/2023 16:49:14,9

242.7,11.55,19.02,243.9,21.21,241.7,9125.5,19.69,14/11/2023 16:49:14,9

10.19,242.7,19.02,243.9,21.21,241.7,9125.5,19.69,14/11/2023 16:49:14,9

242.7,19.02,243.9,21.21,241.7,9125.5,19.69,9.73,14/11/2023 16:49:14,9

13.14,21.21,241.7,9125.5,19.69,242.7,19.02,243.9,14/11/2023 16:49:14,9

21.21,241.7,9125.5,12.15,19.69,242.7,19.02,243.9,14/11/2023 16:49:14,9

21.21,241.7,9125.5,9.57,19.71,242.6,19.08,243.9,14/11/2023 16:49:14,9

21.21,241.7,9137.8,19.71,242.6,19.08,243.9,11.69,14/11/2023 16:49:14,9

19.71,242.6,19.08,8.35,243.9,21.21,241.6,9140.7,14/11/2023 16:49:15,9

11.26,19.71,242.6,19.08,243.9,21.21,241.6,9140.7,14/11/2023 16:49:15,9

