Current_1,Acceleration,Voltage_1,Current_2,Voltage_2,Current_3,Voltage_3,Power,formattedTimestamp,stringPersonalizado
20.43,8.73,242.4,18.95,243,21.11,241,9054.4,14/11/2023 15:53:35,1

8.31,20.43,242.4,18.95,243,21.11,241,9054.4,14/11/2023 15:53:35,1

20.43,242.4,18.95,243,21.11,241,9054.4,12.23,14/11/2023 15:53:35,1

20.43,242.4,18.95,243,21.11,241,9054.4,8.97,14/11/2023 15:53:35,1

20.43,242.4,18.95,243,21.11,13.44,241,9054.4,14/11/2023 15:53:35,1

8.71,20.43,242.4,18.95,243,21.11,241,9054.4,14/11/2023 15:53:36,1

20.43,242.4,18.95,9.32,243,21.11,241,9054.4,14/11/2023 15:53:36,1

9.81,20.43,242.4,18.95,243,21.11,241,9054.4,14/11/2023 15:53:36,1

11.6,20.43,242.4,18.95,243,21.11,241,9054.4,14/11/2023 15:53:36,1

9.26,20.43,242.4,18.95,243,21.11,241,9054.4,14/11/2023 15:53:36,1

11.69,20.43,242.4,18.95,243,21.11,241,9054.4,14/11/2023 15:53:36,1

20.43,242.4,18.95,243,21.11,241,9.95,9054.4,14/11/2023 15:53:36,1

13.08,20.43,242.4,18.95,243,21.11,241,9054.4,14/11/2023 15:53:36,1

20.43,242.4,8.02,18.95,243,21.11,241,9054.4,14/11/2023 15:53:36,1

8.89,20.43,242.4,18.95,243,21.11,241,9054.4,14/11/2023 15:53:36,1

8.93,20.43,242.4,18.95,243,21.11,241,9054.4,14/11/2023 15:53:36,1

9.62,20.43,242.4,18.95,243,21.11,241,9054.4,14/11/2023 15:53:36,1

10.45,20.43,242.4,18.95,243,21.11,241,9054.4,14/11/2023 15:53:36,1

10.04,20.43,242.4,18.95,243,21.11,241,9054.4,14/11/2023 15:53:36,1

9.91,20.08,242.7,19.18,243.5,21.11,241,9034,14/11/2023 15:53:36,1

12.74,20.08,242.7,19.18,243.5,20.85,241.5,9064,14/11/2023 15:53:36,1

8.99,20.08,242.7,19.18,243.5,20.85,241.5,9064,14/11/2023 15:53:36,1

9.78,20.08,242.7,19.18,243.5,20.85,241.5,9064,14/11/2023 15:53:36,1

20.08,7.86,242.7,19.18,243.5,20.85,241.5,9064,14/11/2023 15:53:36,1

9.49,20.08,242.7,19.18,243.5,20.85,241.5,9064,14/11/2023 15:53:37,1

20.08,8.34,242.7,19.18,243.5,20.85,241.5,9064,14/11/2023 15:53:37,1

20.08,242.7,11.49,19.18,243.5,20.85,241.5,9064,14/11/2023 15:53:37,1

20.08,9.65,242.7,19.18,243.5,20.85,241.5,9064,14/11/2023 15:53:37,1

8.46,20.08,242.7,19.18,243.5,20.85,241.5,9064,14/11/2023 15:53:37,1

20.08,242.7,19.18,243.5,20.85,241.5,9064,11.47,14/11/2023 15:53:37,1

20.08,9.45,242.7,19.18,243.5,20.85,241.5,9064,14/11/2023 15:53:37,1

20.08,242.7,19.18,243.5,20.85,241.5,9064,8.89,14/11/2023 15:53:37,1

20.08,11.18,242.7,19.18,243.5,20.85,241.5,9064,14/11/2023 15:53:37,1

11.39,20.08,242.7,19.18,243.5,20.85,241.5,9064,14/11/2023 15:53:37,1

12.58,20.08,242.7,19.18,243.5,20.85,241.5,9064,14/11/2023 15:53:37,1

8.78,20.08,242.7,19.18,243.5,20.85,241.5,9064,14/11/2023 15:53:37,1

11.97,20.08,242.7,19.18,243.5,20.85,241.5,9064,14/11/2023 15:53:37,1

9.21,20.08,242.7,19.18,243.5,20.85,241.5,9064,14/11/2023 15:53:37,1

10.46,20.08,242.7,19.1,243.5,20.85,241.5,9063.3,14/11/2023 15:53:37,1

10.93,20.08,242.7,19.1,243.5,20.85,241.5,9063.3,14/11/2023 15:53:37,1

11.19,20.08,242.7,19.1,243.5,20.83,241.6,9057.2,14/11/2023 15:53:37,1

20.08,242.7,19.1,243.5,20.83,241.6,9057.2,9.88,14/11/2023 15:53:38,1

242.7,19.1,243.5,20.83,241.6,9057.2,9.59,20.01,14/11/2023 15:53:38,1

242.6,12.93,19.1,243.5,20.83,241.6,9040,20.01,14/11/2023 15:53:38,1

242.6,19.1,243.5,20.83,241.6,9040,8.96,20.01,14/11/2023 15:53:38,1

242.6,19.1,243.5,11.75,20.83,241.6,9040,20.01,14/11/2023 15:53:38,1

242.6,19.1,243.5,20.83,241.6,9040,20.01,12.38,14/11/2023 15:53:38,1

11.85,20.01,242.6,19.1,243.5,20.83,241.6,9040,14/11/2023 15:53:38,1

20.01,9.67,242.6,19.1,243.5,20.83,241.6,9040,14/11/2023 15:53:38,1

20.01,9.97,242.6,19.1,243.5,20.83,241.6,9040,14/11/2023 15:53:38,1

10.29,20.01,242.6,19.1,243.5,20.83,241.6,9040,14/11/2023 15:53:38,1

20.01,242.6,19.1,243.5,20.83,241.6,9040,6.65,14/11/2023 15:53:38,1

9.67,20.01,242.6,19.1,243.5,20.83,241.6,9040,14/11/2023 15:53:38,1

20.01,12.14,242.6,19.1,243.5,20.83,241.6,9040,14/11/2023 15:53:38,1

5.65,20.01,242.6,19.1,243.5,20.83,241.6,9040,14/11/2023 15:53:38,1

9.46,20.01,242.6,19.1,243.5,20.83,241.6,9040,14/11/2023 15:53:38,1

13.13,20.01,242.6,19.1,243.5,20.83,241.6,9040,14/11/2023 15:53:38,1

7.75,20.01,242.6,19.1,243.5,20.83,241.6,9040,14/11/2023 15:53:38,1

20.01,242.6,19.1,243.5,20.83,241.6,9040,11.95,14/11/2023 15:53:38,1

20.01,242.6,19.1,243.5,8.66,20.83,241.6,9040,14/11/2023 15:53:39,1

20.01,242.6,19.1,243.5,20.83,241.6,9040,9.73,14/11/2023 15:53:39,1

20.01,242.6,19.1,243.5,20.83,241.6,9040,8.56,14/11/2023 15:53:39,1

10.53,19.98,242.7,19.06,243.6,20.83,241.6,9025.7,14/11/2023 15:53:39,1

19.98,242.7,11.73,19.06,243.6,20.83,241.6,9025.7,14/11/2023 15:53:39,1

5.64,19.98,242.7,19.06,243.6,20.78,241.6,9017.2,14/11/2023 15:53:39,1

8.75,19.98,242.7,19.06,243.6,20.78,241.6,9017.2,14/11/2023 15:53:39,1

19.98,10.79,242.7,19.06,243.6,20.78,241.6,9017.2,14/11/2023 15:53:39,1

9.53,19.98,242.7,19.06,243.6,20.78,241.6,9017.2,14/11/2023 15:53:39,1

9.18,19.98,242.7,19.06,243.6,20.78,241.6,9017.2,14/11/2023 15:53:39,1

19.98,11.99,242.7,19.06,243.6,20.78,241.6,9017.2,14/11/2023 15:53:39,1

19.98,242.7,19.06,243.6,20.78,241.6,9017.2,9.59,14/11/2023 15:53:39,1

19.06,243.6,20.78,241.6,9017.2,9.38,19.98,242.7,14/11/2023 15:53:39,1

13.55,19.06,243.6,20.78,241.6,9017.2,19.98,242.7,14/11/2023 15:53:39,1

19.06,243.6,20.78,241.6,9017.2,11.75,19.98,242.7,14/11/2023 15:53:39,1

19.06,243.6,12.76,20.78,241.6,9017.2,19.98,242.7,14/11/2023 15:53:39,1

19.06,243.6,20.78,241.6,9017.2,7.58,19.98,242.7,14/11/2023 15:53:39,1

19.06,243.6,20.78,241.6,9017.2,7.45,19.98,242.7,14/11/2023 15:53:40,1

9.57,19.06,243.6,20.78,241.6,9017.2,19.98,242.7,14/11/2023 15:53:40,1

19.06,243.6,9.85,20.78,241.6,9017.2,19.98,242.7,14/11/2023 15:53:40,1

19.06,243.6,9.97,20.78,241.6,9017.2,19.98,242.7,14/11/2023 15:53:40,1

19.06,243.6,20.78,241.6,9017.2,11.34,19.98,242.7,14/11/2023 15:53:40,1

19.06,243.6,20.78,241.6,9017.2,8.97,19.98,242.7,14/11/2023 15:53:40,1

12.26,19.06,243.6,20.78,241.6,9017.2,19.98,242.7,14/11/2023 15:53:40,1

19.06,243.6,20.78,241.6,9017.2,8.51,19.98,242.7,14/11/2023 15:53:40,1

19.06,243.6,13.36,20.78,241.6,9017.2,19.98,242.7,14/11/2023 15:53:40,1

19.06,243.6,20.78,241.6,9017.2,19.98,242.7,8.72,14/11/2023 15:53:40,1

19.06,243.6,20.78,241.6,9017.2,10.9,19.97,241.4,14/11/2023 15:53:40,1

10.54,19.11,242.4,20.78,241.6,9001.4,19.97,241.4,14/11/2023 15:53:40,1

19.11,9.29,242.4,20.78,241.6,9001.4,19.97,241.4,14/11/2023 15:53:40,1

19.11,242.4,9.47,20.97,240.2,9028.8,19.97,241.4,14/11/2023 15:53:40,1

19.11,242.4,20.97,240.2,9028.8,12.65,19.97,241.4,14/11/2023 15:53:40,1

19.11,242.4,20.97,240.2,9028.8,10.79,19.97,241.4,14/11/2023 15:53:40,1

8.87,19.11,242.4,20.97,240.2,9028.8,19.97,241.4,14/11/2023 15:53:40,1

19.11,242.4,20.97,240.2,9028.8,19.97,241.4,10.7,14/11/2023 15:53:40,1

19.11,242.4,5.63,20.97,240.2,9028.8,19.97,241.4,14/11/2023 15:53:41,1

19.11,242.4,20.97,240.2,10.35,9028.8,19.97,241.4,14/11/2023 15:53:41,1

19.11,242.4,20.97,240.2,9028.8,6.76,19.97,241.4,14/11/2023 15:53:41,1

9.41,19.11,242.4,20.97,240.2,9028.8,19.97,241.4,14/11/2023 15:53:41,1

19.11,242.4,20.97,240.2,9028.8,12.15,19.97,241.4,14/11/2023 15:53:41,1

19.11,242.4,9.78,20.97,240.2,9028.8,19.97,241.4,14/11/2023 15:53:41,1

19.11,242.4,20.97,240.2,9028.8,9.57,19.97,241.4,14/11/2023 15:53:41,1

19.11,242.4,20.97,240.2,9028.8,13.2,19.97,241.4,14/11/2023 15:53:41,1

12.73,19.11,242.4,20.97,240.2,9028.8,19.97,241.4,14/11/2023 15:53:41,1

19.11,242.4,20.97,240.2,9028.8,9.14,19.97,241.4,14/11/2023 15:53:41,1

19.11,242.4,5.44,20.97,240.2,9028.8,19.97,241.4,14/11/2023 15:53:41,1

19.11,242.4,20.97,240.2,9028.8,12.35,19.97,241.4,14/11/2023 15:53:41,1

19.11,242.4,20.97,240.2,9028.8,10.56,19.97,241.4,14/11/2023 15:53:41,1

10.09,19.14,242.5,20.97,240.2,9042.5,19.97,241.4,14/11/2023 15:53:41,1

10.49,19.14,242.5,20.97,240.2,9042.5,19.97,241.4,14/11/2023 15:53:41,1

19.14,242.5,8.44,20.97,240.2,9042.5,19.97,241.4,14/11/2023 15:53:41,1

19.14,242.5,20.97,240.2,9042.5,19.97,241.4,12.38,14/11/2023 15:53:41,1

9.69,19.84,241.5,19.14,242.5,20.97,240.2,9018.8,14/11/2023 15:53:42,1

19.84,241.5,19.14,242.5,20.97,240.2,9018.8,9.93,14/11/2023 15:53:42,1

19.84,11.92,241.5,19.14,242.5,21.01,240.3,9034.7,14/11/2023 15:53:42,1

8.27,19.84,241.5,19.14,242.5,21.01,240.3,9034.7,14/11/2023 15:53:42,1

7.99,19.84,241.5,19.14,242.5,21.01,240.3,9034.7,14/11/2023 15:53:42,1

11.13,19.84,241.5,19.14,242.5,21.01,240.3,9034.7,14/11/2023 15:53:42,1

19.84,241.5,19.14,242.5,21.01,240.3,9034.7,9.39,14/11/2023 15:53:42,1

7.74,19.84,241.5,19.14,242.5,21.01,240.3,9034.7,14/11/2023 15:53:42,1

10.64,19.84,241.5,19.14,242.5,21.01,240.3,9034.7,14/11/2023 15:53:42,1

19.84,241.5,19.14,242.5,21.01,9.13,240.3,9034.7,14/11/2023 15:53:42,1

8.38,19.84,241.5,19.14,242.5,21.01,240.3,9034.7,14/11/2023 15:53:42,1

20,8.82,241.2,19.22,242.3,21.07,240.2,9067.6,14/11/2023 15:53:47,1

20,241.2,19.22,242.3,21.07,240.2,9067.6,8.17,14/11/2023 15:53:47,1

20,241.2,19.22,242.3,21.07,7.34,240.2,9067.6,14/11/2023 15:53:47,1

11.95,20,241.2,19.22,242.3,21.07,240.2,9067.6,14/11/2023 15:53:47,1

9.41,20,241.2,19.22,242.3,21.07,240.2,9067.6,14/11/2023 15:53:47,1

10.89,20,241.2,19.22,242.3,21.07,240.2,9067.6,14/11/2023 15:53:47,1

10.49,20,241.2,19.22,242.3,21.07,240.2,9067.6,14/11/2023 15:53:47,1

20,241.2,19.22,242.3,21.07,240.2,9067.6,12.12,14/11/2023 15:53:47,1

20,241.2,19.22,242.3,21.07,240.2,9067.6,10.36,14/11/2023 15:53:47,1

9.7,241.2,19.22,242.3,21.07,240.2,9067.6,20,14/11/2023 15:53:47,1

241.2,12.96,19.22,242.3,21.07,240.2,9067.6,20,14/11/2023 15:53:48,1

241.2,19.22,242.3,21.07,240.2,9067.6,12.98,20,14/11/2023 15:53:48,1

241.2,19.22,242.3,21.07,240.2,9067.6,8.32,20,14/11/2023 15:53:48,1

241.2,19.22,242.3,21.07,240.2,9067.6,8.58,19.79,14/11/2023 15:53:48,1

241.4,19.22,242.3,21.07,240.2,9030.3,19.79,10.31,14/11/2023 15:53:48,1

10.44,241.4,19.06,242.3,20.89,240.2,8998.5,19.79,14/11/2023 15:53:48,1

241.4,19.06,242.3,20.89,240.2,8998.5,6.34,19.79,14/11/2023 15:53:48,1

241.4,19.06,242.3,20.89,240.2,8998.5,10.92,19.79,14/11/2023 15:53:48,1

9.38,241.4,19.06,242.3,20.89,240.2,8998.5,19.79,14/11/2023 15:53:48,1

241.4,19.06,242.3,8.6,20.89,240.2,8998.5,19.79,14/11/2023 15:53:48,1

241.4,5.27,19.06,242.3,20.89,240.2,8998.5,19.79,14/11/2023 15:53:48,1

241.4,19.06,242.3,20.89,240.2,8998.5,10.76,19.79,14/11/2023 15:53:48,1

241.4,19.06,242.3,20.89,240.2,8998.5,11.73,19.79,14/11/2023 15:53:48,1

241.4,19.06,9.83,242.3,20.89,240.2,8998.5,19.79,14/11/2023 15:53:48,1

11.56,241.4,19.06,242.3,20.89,240.2,8998.5,19.79,14/11/2023 15:53:48,1

241.4,8.68,19.06,242.3,20.89,240.2,8998.5,19.79,14/11/2023 15:53:48,1

241.4,19.06,12.97,242.3,20.89,240.2,8998.5,19.79,14/11/2023 15:53:49,1

9.15,241.4,19.06,242.3,20.89,240.2,8998.5,19.79,14/11/2023 15:53:49,1

241.4,19.06,242.3,20.89,240.2,8998.5,10.46,19.79,14/11/2023 15:53:49,1

241.4,19.06,242.3,20.89,240.2,8998.5,19.79,8.17,14/11/2023 15:53:49,1

11.54,19.06,242.3,20.89,240.2,8998.5,19.79,241.4,14/11/2023 15:53:49,1

19.06,242.3,20.89,240.2,8998.5,13.45,19.79,241.4,14/11/2023 15:53:49,1

19.06,242.3,20.89,240.2,8998.5,19.79,241.4,8.53,14/11/2023 15:53:49,1

8998.5,8.32,19.79,241.4,19.06,242.3,20.89,240.2,14/11/2023 15:53:49,1

8998.5,19.79,241.4,12.09,19.01,242.3,20.89,240.2,14/11/2023 15:53:49,1

8987.7,11.76,19.75,241.3,19.01,242.3,20.89,240.2,14/11/2023 15:53:49,1

8971.6,8.26,19.75,241.3,19.01,242.3,20.89,240.2,14/11/2023 15:53:49,1

8971.6,11.4,19.75,241.3,19.01,242.3,20.89,240.2,14/11/2023 15:53:49,1

8971.6,19.75,8.62,241.3,19.01,242.3,20.89,240.2,14/11/2023 15:53:49,1

8971.6,9.66,19.75,241.3,19.01,242.3,20.89,240.2,14/11/2023 15:53:49,1

8971.6,7.95,19.75,241.3,19.01,242.3,20.89,240.2,14/11/2023 15:53:49,1

8971.6,19.75,241.3,10.19,19.01,242.3,20.89,240.2,14/11/2023 15:53:49,1

8971.6,19.75,241.3,19.01,242.3,20.89,8.29,240.2,14/11/2023 15:53:49,1

8971.6,9.22,19.75,241.3,19.01,242.3,20.89,240.2,14/11/2023 15:53:49,1

8971.6,19.75,10.53,241.3,19.01,242.3,20.89,240.2,14/11/2023 15:53:50,1

8971.6,12.18,19.75,241.3,19.01,242.3,20.89,240.2,14/11/2023 15:53:50,1

8971.6,19.75,241.3,13.67,19.01,242.3,20.89,240.2,14/11/2023 15:53:50,1

8971.6,19.75,9.51,241.3,19.01,242.3,20.89,240.2,14/11/2023 15:53:50,1

8971.6,19.75,241.3,13.03,19.01,242.3,20.89,240.2,14/11/2023 15:53:50,1

8971.6,19.75,241.3,19.01,242.3,8.07,20.89,240.2,14/11/2023 15:53:50,1

8971.6,9.7,19.75,241.3,19.01,242.3,20.89,240.2,14/11/2023 15:53:50,1

8971.6,12.25,19.75,241.3,19.01,242.3,20.89,240.2,14/11/2023 15:53:50,1

8971.6,10.8,19.75,241.3,19.01,242.3,20.89,240.2,14/11/2023 15:53:50,1

8971.6,11.03,19.75,241.3,19.01,242.3,20.89,240.2,14/11/2023 15:53:50,1

8971.6,7.15,19.75,241.3,19.01,242.3,20.89,240.2,14/11/2023 15:53:50,1

8971.6,9.29,19.78,241.3,19.01,242.3,20.89,240.2,14/11/2023 15:53:50,1

8979.7,19.78,241.3,19.01,242.3,7.62,20.89,240.2,14/11/2023 15:53:50,1

8979.7,19.78,241.3,19.01,242.3,6.53,20.89,240.2,14/11/2023 15:53:50,1

8979.7,9.19,19.78,241.3,19.05,242.3,20.89,240.2,14/11/2023 15:53:50,1

8981,19.78,241.3,19.05,242.3,8.73,20.85,240.3,14/11/2023 15:53:50,1

8983.3,9.76,19.78,241.3,19.05,242.3,20.85,240.3,14/11/2023 15:53:50,1

8983.3,7.02,19.78,241.3,19.05,242.3,20.85,240.3,14/11/2023 15:53:50,1

8983.3,19.78,13.24,241.3,19.05,242.3,20.85,240.3,14/11/2023 15:53:50,1

8983.3,13.21,19.78,241.3,19.05,242.3,20.85,240.3,14/11/2023 15:53:51,1

8983.3,8.53,19.78,241.3,19.05,242.3,20.85,240.3,14/11/2023 15:53:51,1

8983.3,9.54,19.78,241.3,19.05,242.3,20.85,240.3,14/11/2023 15:53:51,1

8983.3,10.78,19.78,241.3,19.05,242.3,20.85,240.3,14/11/2023 15:53:51,1

8983.3,10.71,19.78,241.3,19.05,242.3,20.85,240.3,14/11/2023 15:53:51,1

8983.3,19.78,8.87,241.3,19.05,242.3,20.85,240.3,14/11/2023 15:53:51,1

8983.3,12.41,19.78,241.3,19.05,242.3,20.85,240.3,14/11/2023 15:53:51,1

8983.3,8.31,19.78,241.3,19.05,242.3,20.85,240.3,14/11/2023 15:53:51,1

8983.3,10.74,19.78,241.3,19.05,242.3,20.85,240.3,14/11/2023 15:53:51,1

8983.3,10.25,19.78,241.3,19.05,242.3,20.85,240.3,14/11/2023 15:53:51,1

8983.3,9.81,19.78,241.3,19.05,242.3,20.85,240.3,14/11/2023 15:53:51,1

8983.3,19.78,241.3,19.05,242.3,5.94,20.85,240.3,14/11/2023 15:53:51,1

8983.3,10.69,19.78,241.3,19.05,242.3,20.85,240.3,14/11/2023 15:53:51,1

8983.3,11.28,19.78,241.3,19.05,242.3,20.85,240.3,14/11/2023 15:53:51,1

8983.3,7.38,19.78,241.3,19.05,242.3,20.85,240.3,14/11/2023 15:53:51,1

8983.3,19.78,241.3,10.39,19.05,242.3,20.85,240.3,14/11/2023 15:53:51,1

8983.3,8.55,19.78,241.3,19.05,242.3,20.85,240.3,14/11/2023 15:53:51,1

8983.3,13.26,19.75,241.3,19.05,242.3,20.85,240.3,14/11/2023 15:53:52,1

8976,19.75,241.3,19.05,242.3,20.85,240.3,10.82,14/11/2023 15:53:52,1

9.44,19.75,241.3,19.02,242.4,20.85,240.3,8976.1,14/11/2023 15:53:52,1

19.75,10.99,241.3,19.02,242.4,20.89,240.3,8976.1,14/11/2023 15:53:52,1

10.99,19.75,241.3,19.02,242.4,20.89,240.3,8976.1,14/11/2023 15:53:52,1

19.75,4.45,241.3,19.02,242.4,20.89,240.3,8976.1,14/11/2023 15:53:52,1

11.64,19.75,241.3,19.02,242.4,20.89,240.3,8976.1,14/11/2023 15:53:52,1

19.75,241.3,11.07,19.02,242.4,20.89,240.3,8976.1,14/11/2023 15:53:52,1

9.56,19.75,241.3,19.02,242.4,20.89,240.3,8976.1,14/11/2023 15:53:52,1

8.68,19.75,241.3,19.02,242.4,20.89,240.3,8976.1,14/11/2023 15:53:52,1

9.23,19.75,241.3,19.02,242.4,20.89,240.3,8976.1,14/11/2023 15:53:52,1

19.75,241.3,19.02,242.4,20.89,240.3,8976.1,8.17,14/11/2023 15:53:52,1

19.75,241.3,9.92,19.02,242.4,20.89,240.3,8976.1,14/11/2023 15:53:52,1

19.75,241.3,19.02,242.4,20.89,240.3,5.87,8976.1,14/11/2023 15:53:52,1

10.59,19.75,241.3,19.02,242.4,20.89,240.3,8976.1,14/11/2023 15:53:52,1

10.28,19.75,241.3,19.02,242.4,20.89,240.3,8976.1,14/11/2023 15:53:52,1

9.36,19.75,241.3,19.02,242.4,20.89,240.3,8976.1,14/11/2023 15:53:52,1

11.11,19.75,241.3,19.02,242.4,20.89,240.3,8976.1,14/11/2023 15:53:53,1

13.07,19.75,241.3,19.02,242.4,20.89,240.3,8976.1,14/11/2023 15:53:53,1

12.09,19.75,241.3,19.02,242.4,20.89,240.3,8976.1,14/11/2023 15:53:53,1

19.75,241.3,19.02,242.4,20.89,240.3,8976.1,11.26,14/11/2023 15:53:53,1

19.75,241.3,13,18.82,242.4,20.89,240.3,8968.4,14/11/2023 15:53:53,1

10.28,19.75,241.3,18.82,242.4,20.89,240.3,8968.4,14/11/2023 15:53:53,1

10.74,19.75,241.3,18.82,242.4,20.89,240.3,8968.4,14/11/2023 15:53:53,1

11.38,19.56,241.3,18.82,242.4,20.89,240.3,8924.5,14/11/2023 15:53:53,1

10.07,19.56,241.3,18.82,242.4,20.89,240.3,8924.5,14/11/2023 15:53:53,1

12.04,19.56,241.3,18.82,242.4,20.65,240.3,8890.4,14/11/2023 15:53:53,1

19.56,241.3,18.82,242.4,20.65,240.3,8890.4,9.53,14/11/2023 15:53:58,1

10.54,19.97,241.3,19.13,242.3,21.08,240.2,9067.5,14/11/2023 15:53:58,1

19.97,10.86,241.3,19.13,242.3,21.08,240.2,9067.5,14/11/2023 15:53:58,1

11.91,19.97,241.3,19.13,242.3,21.08,240.2,9067.5,14/11/2023 15:53:58,1

13.27,19.97,241.3,19.13,242.3,21.08,240.2,9067.5,14/11/2023 15:53:58,1

8.56,19.97,241.3,19.13,242.3,21.08,240.2,9067.5,14/11/2023 15:53:58,1

8.48,19.97,241.3,19.13,242.3,21.08,240.2,9067.5,14/11/2023 15:53:58,1

8.35,19.97,241.3,19.13,242.3,21.08,240.2,9067.5,14/11/2023 15:53:59,1

11.15,19.97,241.3,19.13,242.3,21.08,240.2,9067.5,14/11/2023 15:53:59,1

19.97,8.13,241.3,19.13,242.3,21.08,240.2,9067.5,14/11/2023 15:53:59,1

19.97,10.99,241.3,19.13,242.3,21.08,240.2,9067.5,14/11/2023 15:53:59,1

5.88,19.97,241.3,19.13,242.3,21.08,240.2,9067.5,14/11/2023 15:53:59,1

8.05,19.97,241.3,19.13,242.3,21.08,240.2,9067.5,14/11/2023 15:53:59,1

19.97,241.3,13.47,19.13,242.3,21.08,240.2,9067.5,14/11/2023 15:53:59,1

19.97,241.3,19.13,242.3,13.64,21.08,240.2,9067.5,14/11/2023 15:53:59,1

19.97,241.3,19.13,242.3,21.08,240.2,9067.5,8.98,14/11/2023 15:53:59,1

12.8,19.97,241.3,19.13,242.3,21.08,240.2,9067.5,14/11/2023 15:53:59,1

8.58,19.97,241.3,19.13,242.3,21.08,240.2,9067.5,14/11/2023 15:53:59,1

7.74,19.97,241.3,19.13,242.3,21.08,240.2,9067.5,14/11/2023 15:53:59,1

19.97,241.3,19.13,242.3,21.08,240.2,9067.5,9.65,14/11/2023 15:53:59,1

7.02,19.97,241.3,19.13,242.3,21.08,240.2,9067.5,14/11/2023 15:53:59,1

8.65,19.76,241.2,18.93,242.2,20.9,240.2,8969.4,14/11/2023 15:53:59,1

8.7,19.76,241.2,18.93,242.2,20.9,240.2,8969.4,14/11/2023 15:53:59,1

6.82,19.76,241.2,18.93,242.2,20.9,240.2,8969.4,14/11/2023 15:53:59,1

19.76,241.2,11.65,18.93,242.2,20.9,240.2,8969.4,14/11/2023 15:53:59,1

19.76,8.92,241.2,18.93,242.2,20.9,240.2,8969.4,14/11/2023 15:53:59,1

4.57,19.76,241.2,18.93,242.2,20.9,240.2,8969.4,14/11/2023 15:54:00,1

10.79,19.76,241.2,18.93,242.2,20.9,240.2,8969.4,14/11/2023 15:54:00,1

19.76,241.2,18.93,242.2,20.9,240.2,8969.4,9.76,14/11/2023 15:54:00,1

12.45,19.76,241.2,18.93,242.2,20.9,240.2,8969.4,14/11/2023 15:54:00,1

8.5,19.76,241.2,18.93,242.2,20.9,240.2,8969.4,14/11/2023 15:54:00,1

6.51,19.76,241.2,18.93,242.2,20.9,240.2,8969.4,14/11/2023 15:54:00,1

19.76,241.2,8.74,18.93,242.2,20.9,240.2,8969.4,14/11/2023 15:54:00,1

19.76,13,241.2,18.93,242.2,20.9,240.2,8969.4,14/11/2023 15:54:00,1

19.76,241.2,18.93,242.2,20.9,240.2,12.98,8969.4,14/11/2023 15:54:00,1

19.76,241.2,18.93,242.2,20.9,240.2,8969.4,8.23,14/11/2023 15:54:00,1

14.16,19.76,241.2,18.93,242.2,20.9,240.2,8969.4,14/11/2023 15:54:00,1

8.04,19.76,241.2,18.93,242.2,20.9,240.2,8969.4,14/11/2023 15:54:00,1

7.98,19.76,241.2,18.93,242.2,20.9,240.2,8969.4,14/11/2023 15:54:00,1

10.37,19.76,241.2,18.93,242.2,20.9,240.2,8969.4,14/11/2023 15:54:00,1

19.76,241.2,6.24,18.93,242.2,20.9,240.2,8969.4,14/11/2023 15:54:00,1

9.24,19.76,241.2,18.87,242.3,20.9,240.2,8966.1,14/11/2023 15:54:00,1

19.76,241.2,18.87,242.3,20.9,240.2,8966.1,12.62,14/11/2023 15:54:00,1

19.76,12.77,241.2,18.87,242.3,20.9,240.2,8966.1,14/11/2023 15:54:00,1

8.06,19.76,241.2,18.87,242.3,20.9,240.2,8966.1,14/11/2023 15:54:00,1

9.16,19.76,241.2,18.87,242.3,20.9,240.2,8966.1,14/11/2023 15:54:00,1

10.44,19.76,241.2,18.87,242.3,20.92,240.2,8956.4,14/11/2023 15:54:01,1

7.57,19.76,241.2,18.87,242.3,20.92,240.2,8956.4,14/11/2023 15:54:01,1

19.76,241.2,7.98,18.87,242.3,20.92,240.2,8956.4,14/11/2023 15:54:01,1

19.76,241.2,11.79,18.87,242.3,20.92,240.2,8956.4,14/11/2023 15:54:01,1

19.76,241.2,18.87,242.3,20.92,8.21,240.2,8956.4,14/11/2023 15:54:01,1

10.96,19.76,241.2,18.87,242.3,20.92,240.2,8956.4,14/11/2023 15:54:01,1

11.97,19.76,241.2,18.87,242.3,20.92,240.2,8956.4,14/11/2023 15:54:01,1

19.76,241.2,18.87,242.3,12.88,20.92,240.2,8956.4,14/11/2023 15:54:01,1

19.76,241.2,18.87,242.3,20.92,8.23,240.2,8956.4,14/11/2023 15:54:01,1

19.76,241.2,18.87,9.44,242.3,20.92,240.2,8956.4,14/11/2023 15:54:01,1

9.2,19.76,241.2,18.87,242.3,20.92,240.2,8956.4,14/11/2023 15:54:01,1

19.76,241.2,18.87,242.3,20.92,240.2,8956.4,10.11,14/11/2023 15:54:01,1

7.62,19.76,241.2,18.87,242.3,20.92,240.2,8956.4,14/11/2023 15:54:02,1

