Current_1,Voltage_1,Current_2,Voltage_2,Current_3,Voltage_3,Power,Acceleration,formattedTimestamp,stringPersonalizado
9.93,0.62,254.2,0.63,255.5,0.68,252.1,284.1,09/11/2023 19:06:04,16

9.96,0.62,254.3,0.63,255.6,0.68,252.3,284.4,09/11/2023 19:06:06,16

9.94,0.62,254.4,0.63,255.6,0.68,252.3,284.4,09/11/2023 19:06:08,16

9.86,0.62,254.4,0.63,255.6,0.68,252.2,284.4,09/11/2023 19:06:10,16

9.78,0.62,254.3,0.63,255.5,0.68,252.1,284.4,09/11/2023 19:06:13,16

0.62,254.1,0.63,255.4,0.68,252,283.8,9.96,09/11/2023 19:06:14,16

9.95,0.62,254,0.63,255.4,0.68,252,283.6,09/11/2023 19:06:17,16

9.89,0.62,254.1,0.63,255.4,0.68,252,283.5,09/11/2023 19:06:19,16

9.94,0.62,254.2,0.63,255.4,0.68,252.1,283.7,09/11/2023 19:06:21,16

9.92,0.62,254.2,0.63,255.4,0.68,252.2,283.9,09/11/2023 19:06:23,16

9.98,0.62,254.4,0.63,255.6,0.68,252.2,284.1,09/11/2023 19:06:25,16

9.89,0.62,254.3,0.63,255.6,0.68,252.3,284.1,09/11/2023 19:06:29,16

9.93,0.62,254.4,0.63,255.7,0.68,252.4,284.5,09/11/2023 19:06:30,16

9.9,0.62,254.4,0.63,255.6,0.68,252.3,284.3,09/11/2023 19:06:32,16

9.83,0.62,254.4,0.63,255.7,0.68,252.4,284.7,09/11/2023 19:06:34,16

9.86,0.62,254.4,0.63,255.7,0.68,252.3,284.3,09/11/2023 19:06:36,16

9.95,0.62,254.4,0.63,255.7,0.68,252.3,284.2,09/11/2023 19:06:39,16

9.98,0.62,254.3,0.63,255.7,0.68,252.3,284.4,09/11/2023 19:06:47,16

0.62,254.2,0.63,255.6,0.68,252.2,283.8,9.92,09/11/2023 19:06:47,16

9.9,0.62,254.3,0.63,255.5,0.68,252.2,283.9,09/11/2023 19:06:48,16

9.94,0.62,254.3,0.63,255.6,0.68,252.2,284.3,09/11/2023 19:06:49,16

9.92,0.62,254.3,0.63,255.5,0.68,252.1,284.2,09/11/2023 19:06:52,16

9.89,0.62,254.4,0.63,255.5,0.68,252.1,284.2,09/11/2023 19:06:54,16

9.95,0.62,254.4,0.63,255.6,0.68,252.2,284.4,09/11/2023 19:06:56,16

9.93,0.62,254.5,0.63,255.7,0.68,252.3,284.6,09/11/2023 19:06:58,16

9.92,0.62,254.5,0.63,255.7,0.68,252.2,284.4,09/11/2023 19:07:01,16

9.85,0.62,254.3,0.63,255.6,0.68,252.1,284,09/11/2023 19:07:03,16

9.87,0.62,254.4,0.63,255.6,0.68,252.2,284,09/11/2023 19:07:06,16

9.83,0.62,254.3,0.63,255.6,0.68,252.1,283.9,09/11/2023 19:07:09,16

9.9,0.62,254.2,0.63,255.5,0.68,252.1,284.3,09/11/2023 19:07:09,16

9.88,0.62,254.1,0.63,255.4,0.68,252,283.8,09/11/2023 19:07:12,16

9.87,0.62,254.1,0.63,255.3,0.68,251.9,283.4,09/11/2023 19:07:16,16

0.62,254.1,0.63,255.5,9.83,0.68,252,283.8,09/11/2023 19:07:16,16

9.88,0.62,254.2,0.63,255.6,0.68,252.1,283.9,09/11/2023 19:07:18,16

9.87,0.62,254.3,0.63,255.6,0.68,252.2,284.1,09/11/2023 19:07:21,16

9.86,0.62,254.4,0.63,255.7,0.68,252.2,284.6,09/11/2023 19:07:23,16

9.91,0.62,254.3,0.63,255.7,0.68,252.3,284.7,09/11/2023 19:07:25,16

9.9,0.62,254.3,0.63,255.6,0.68,252.3,284,09/11/2023 19:07:27,16

9.9,0.62,254.4,0.63,255.6,0.68,252.3,284.5,09/11/2023 19:07:33,16

0.62,254.2,0.63,255.6,0.68,252.2,284.6,9.92,09/11/2023 19:07:33,16

9.82,0.62,254.2,0.63,255.5,0.68,252.2,284.2,09/11/2023 19:07:34,16

9.92,0.62,254.3,0.63,255.5,0.68,252.1,284,09/11/2023 19:07:36,16

9.91,0.62,254.2,0.63,255.5,0.68,252.1,283.8,09/11/2023 19:07:38,16

9.95,0.62,254.2,0.63,255.5,0.68,252.1,284,09/11/2023 19:07:40,16

9.95,0.62,254.3,0.63,255.6,0.68,252.2,284.2,09/11/2023 19:07:42,16

9.9,0.62,254.4,0.63,255.6,0.68,252.3,284.1,09/11/2023 19:07:45,16

9.86,0.62,254.5,0.63,255.8,0.68,252.5,284.6,09/11/2023 19:07:47,16

9.96,0.62,254.3,0.63,255.6,0.68,252.2,284,09/11/2023 19:07:49,16

9.83,0.62,254.3,0.63,255.5,0.68,252.1,284,09/11/2023 19:07:51,16

9.81,0.62,254.2,0.63,255.4,0.68,252.2,283.9,09/11/2023 19:07:53,16

9.82,0.62,254.3,0.63,255.5,0.68,252.2,284.1,09/11/2023 19:07:56,16

9.88,0.62,254.3,0.63,255.6,0.68,252.2,284.3,09/11/2023 19:07:59,16

9.89,0.62,254.4,0.63,255.6,0.68,252.4,284.4,09/11/2023 19:08:00,16

9.83,0.62,254.3,0.63,255.6,0.68,252.3,284.1,09/11/2023 19:08:03,16

0.62,254.4,0.63,255.7,0.68,252.3,284.6,9.95,09/11/2023 19:08:04,16

9.96,0.62,254.3,0.63,255.6,0.68,252.2,284.2,09/11/2023 19:08:06,16

9.95,0.62,254.2,0.63,255.4,0.68,252.1,284.1,09/11/2023 19:08:10,16

9.88,0.62,254,0.63,255.3,0.68,252,283.8,09/11/2023 19:08:11,16

10.01,0.62,254.1,0.63,255.4,0.68,252.1,284,09/11/2023 19:08:13,16

9.87,0.62,254.2,0.63,255.5,0.68,252.1,284,09/11/2023 19:08:16,16

9.94,0.62,254.4,0.63,255.7,0.68,252.4,284.6,09/11/2023 19:08:18,16

9.86,0.62,254.5,0.63,255.8,0.68,252.5,284.8,09/11/2023 19:08:20,16

9.87,0.62,254.5,0.63,255.6,0.68,252.4,284.4,09/11/2023 19:08:23,16

9.9,0.62,254.4,0.63,255.6,0.68,252.3,284.2,09/11/2023 19:08:26,16

9.89,0.62,254.5,0.63,255.7,0.68,252.4,284.5,09/11/2023 19:08:26,16

9.95,0.62,254.5,0.63,255.7,0.68,252.3,284.4,09/11/2023 19:08:29,16

9.82,0.62,254.5,0.63,255.7,0.68,252.4,284.5,09/11/2023 19:08:33,16

0.62,254.7,0.63,255.9,0.68,252.6,285,9.95,09/11/2023 19:08:33,16

9.88,0.62,254.7,0.63,256,0.68,252.6,285.1,09/11/2023 19:08:35,16

9.9,0.62,254.5,0.63,255.8,0.68,252.4,284.5,09/11/2023 19:08:37,16

10.01,0.62,254.3,0.63,255.6,0.68,252.2,284.3,09/11/2023 19:08:44,16

0.62,254.3,0.63,255.5,0.68,252.2,284.2,9.87,09/11/2023 19:08:45,16

9.95,0.62,254.3,0.63,255.6,0.68,252.2,284.2,09/11/2023 19:08:48,16

0.62,254.3,0.63,255.5,0.68,252.2,284.2,9.92,09/11/2023 19:08:49,16

9.79,0.62,254.3,0.63,255.6,0.68,252.2,284.1,09/11/2023 19:08:51,16

9.88,0.62,254.3,0.63,255.5,0.68,252.2,284.1,09/11/2023 19:08:53,16

9.94,0.62,254.2,0.63,255.5,0.68,252.1,283.9,09/11/2023 19:08:55,16

0.62,254.2,0.63,255.4,0.68,252.1,283.8,9.97,09/11/2023 19:09:02,16

9.95,254.2,0.63,255.5,0.68,252.1,284,0.62,09/11/2023 19:09:05,16

254.2,0.63,255.4,0.68,252,283.9,0.62,9.84,09/11/2023 19:09:05,16

9.88,0.62,254.3,0.63,255.6,0.68,252.2,284.4,09/11/2023 19:09:07,16

9.88,0.62,254.3,0.63,255.6,0.68,252.2,284.3,09/11/2023 19:09:09,16

9.93,0.62,254.3,0.63,255.4,0.68,251.6,283.9,09/11/2023 19:09:13,16

9.91,0.62,254.2,0.62,254.8,0.68,250.5,282.4,09/11/2023 19:09:13,16

10.04,0.62,254.3,0.63,255.3,0.68,252,284,09/11/2023 19:09:17,16

9.88,0.62,254.4,0.63,255.6,0.68,252.2,284.4,09/11/2023 19:09:17,16

9.87,0.62,254.4,0.63,255.7,0.68,252.3,284.6,09/11/2023 19:09:22,16

0.62,254.4,0.63,255.6,0.68,252.2,284.4,9.99,09/11/2023 19:09:22,16

9.89,0.62,254.5,0.63,255.8,0.68,252.3,285,09/11/2023 19:09:26,16

9.92,0.62,254.5,0.63,255.7,0.68,252.3,284.8,09/11/2023 19:09:26,16

9.97,0.62,254.3,0.63,255.6,0.68,252.2,284.4,09/11/2023 19:09:28,16

9.89,0.62,254.2,0.63,255.5,0.68,252.1,284.2,09/11/2023 19:09:32,16

9.91,0.62,254.1,0.63,255.3,0.68,252,283.8,09/11/2023 19:09:35,16

9.94,0.62,254.2,0.63,255.4,0.68,252,284,09/11/2023 19:09:37,16

9.97,0.62,254.2,0.63,255.3,0.68,251.9,283.8,09/11/2023 19:09:38,16

9.9,0.62,254.3,0.63,255.5,0.68,252,284.2,09/11/2023 19:09:39,16

9.88,0.62,254.4,0.63,255.5,0.68,252.1,284.3,09/11/2023 19:09:41,16

9.86,0.62,254.2,0.63,255.3,0.68,251.9,283.8,09/11/2023 19:09:47,16

9.84,0.62,254.1,0.63,255.4,0.68,252,283.7,09/11/2023 19:09:50,16

9.91,0.62,254.2,0.63,255.3,0.68,252,283.6,09/11/2023 19:09:50,16

0.62,254.2,0.63,255.5,0.68,252.1,284,10.01,09/11/2023 19:09:51,16

9.85,0.62,254.1,0.63,255.4,0.68,252,283.7,09/11/2023 19:09:52,16

9.94,0.62,254.1,0.63,255.3,0.68,252,283.8,09/11/2023 19:09:55,16

9.93,0.62,254.1,0.63,255.4,0.68,252.1,283.9,09/11/2023 19:09:57,16

9.9,0.62,254.2,0.63,255.5,0.68,252.1,284.1,09/11/2023 19:09:59,16

9.82,0.62,254.3,0.63,255.5,0.68,252.1,284,09/11/2023 19:10:01,16

9.89,0.62,254.2,0.63,255.4,0.68,252.1,284.1,09/11/2023 19:10:03,16

9.88,0.62,254.1,0.63,255.3,0.68,251.9,283.6,09/11/2023 19:10:06,16

9.94,0.62,254.1,0.63,255.4,0.68,251.9,283.8,09/11/2023 19:10:07,16

9.87,0.62,254,0.63,255.4,0.68,251.9,283.6,09/11/2023 19:10:10,16

9.86,0.62,254.1,0.63,255.4,0.68,251.8,283.7,09/11/2023 19:10:12,16

9.83,0.62,254,0.63,254.9,0.68,252,283.4,09/11/2023 19:10:14,16

9.91,0.62,254.1,0.63,255,0.68,252.2,283.7,09/11/2023 19:10:16,16

9.93,0.62,254.3,0.63,255.1,0.68,252.2,283.9,09/11/2023 19:10:20,16

10.03,0.62,254.2,0.63,255.1,0.68,252.3,283.7,09/11/2023 19:10:21,16

9.87,0.62,254.3,0.63,255.1,0.68,252.3,284.1,09/11/2023 19:10:23,16

9.87,0.62,254.2,0.63,255,0.68,252.2,283.9,09/11/2023 19:10:25,16

9.93,0.62,254.2,0.63,255.1,0.68,252.2,283.8,09/11/2023 19:10:27,16

9.91,0.62,254.2,0.63,255,0.68,252.2,284,09/11/2023 19:10:32,16

9.97,0.62,254.1,0.63,255,0.68,252,283.6,09/11/2023 19:10:32,16

9.89,0.62,254,0.63,254.9,0.68,252,283.7,09/11/2023 19:10:36,16

0.62,254,0.63,254.8,0.68,251.9,283.3,9.91,09/11/2023 19:10:38,16

9.96,0.62,253.9,0.63,254.9,0.68,252,283.3,09/11/2023 19:10:41,16

9.95,0.62,253.9,0.63,254.8,0.68,251.9,283.2,09/11/2023 19:10:41,16

9.86,0.62,253.9,0.63,254.9,0.68,251.9,283.2,09/11/2023 19:10:43,16

9.93,0.62,253.8,0.62,254.7,0.68,251.7,283.1,09/11/2023 19:10:45,16

9.82,0.62,253.9,0.63,254.8,0.68,251.7,283.3,09/11/2023 19:10:47,16

9.95,0.62,253.9,0.63,254.8,0.68,251.6,282.8,09/11/2023 19:10:49,16

9.99,0.62,253.9,0.63,254.9,0.68,251.7,283.2,09/11/2023 19:10:51,16

9.84,0.62,253.9,0.62,254.8,0.68,251.7,282.9,09/11/2023 19:10:54,16

9.86,0.62,254,0.62,255.2,0.68,251.5,283.5,09/11/2023 19:10:56,16

10.03,0.62,253.9,0.62,255.3,0.68,251.5,282.9,09/11/2023 19:10:58,16

9.82,0.62,253.9,0.62,255.2,0.68,251.5,283.2,09/11/2023 19:11:01,16

9.89,0.62,253.8,0.62,255.2,0.68,251.5,283,09/11/2023 19:11:02,16

9.88,0.62,254,0.62,255.3,0.68,251.7,283.4,09/11/2023 19:11:05,16

9.87,0.62,254,0.63,255.4,0.68,251.7,283.5,09/11/2023 19:11:07,16

9.88,0.62,254.1,0.62,255.5,0.68,251.7,283.3,09/11/2023 19:11:09,16

9.91,0.62,254.1,0.63,255.5,0.68,251.7,283.2,09/11/2023 19:11:11,16

9.92,0.62,254,0.63,255.4,0.68,251.8,283.1,09/11/2023 19:11:14,16

9.87,0.62,254.1,0.63,255.4,0.68,251.8,283.3,09/11/2023 19:11:16,16

9.92,0.62,249.9,0.62,251.4,0.7,248.8,278,09/11/2023 19:11:18,16

9.88,0.62,253.6,0.62,254.8,0.68,251.2,282.5,09/11/2023 19:11:20,16

9.94,0.62,253.4,0.62,254.6,0.68,251.1,282.2,09/11/2023 19:11:22,16

9.89,0.62,252.9,0.62,253.9,0.68,250.6,281.1,09/11/2023 19:11:24,16

9.96,0.62,252.3,0.62,253.5,0.67,250,279.2,09/11/2023 19:11:26,16

9.93,0.62,251.7,0.62,252.8,0.67,249.5,278.3,09/11/2023 19:11:29,16

9.94,0.62,251.5,0.62,252.7,0.67,249.4,277.9,09/11/2023 19:11:31,16

9.86,0.62,251.4,0.62,252.5,0.67,249.2,277.7,09/11/2023 19:11:33,16

9.96,0.62,251.4,0.62,252.6,0.67,249.2,277.4,09/11/2023 19:11:36,16

9.89,0.62,251.3,0.62,252.5,0.67,249.1,277.7,09/11/2023 19:11:37,16

9.9,0.62,252.6,0.62,253.8,0.68,250.4,280.8,09/11/2023 19:11:40,16

9.98,0.62,252.7,0.62,253.9,0.68,250.5,280.8,09/11/2023 19:11:44,16

0.62,252.9,0.62,254,0.68,250.6,281.1,9.87,09/11/2023 19:11:45,16

9.93,0.62,252.9,0.62,254.1,0.68,250.8,281.4,09/11/2023 19:11:47,16

10,0.62,253,0.62,254,0.68,250.7,281.2,09/11/2023 19:11:49,16

9.84,0.62,253.1,0.62,254.2,0.68,250.8,281.4,09/11/2023 19:11:51,16

9.97,0.62,253.7,0.62,254.9,0.68,251.6,283.6,09/11/2023 19:11:53,16

9.96,0.62,254.6,0.63,255.9,0.68,252.2,284.7,09/11/2023 19:11:55,16

9.9,0.62,254.6,0.63,256,0.68,252.4,284.8,09/11/2023 19:11:58,16

9.94,0.62,254.7,0.63,256.1,0.68,252.5,285.2,09/11/2023 19:12:00,16

9.92,0.62,254.7,0.63,256,0.68,252.4,285.1,09/11/2023 19:12:02,16

9.91,0.62,254.6,0.63,255.9,0.68,252.3,285,09/11/2023 19:12:05,16

9.92,0.62,254.7,0.63,255.9,0.68,252.3,285.1,09/11/2023 19:12:06,16

9.84,0.62,254.5,0.63,255.8,0.68,252.3,284.6,09/11/2023 19:12:08,16

9.89,0.62,254.6,0.63,255.8,0.68,252.2,284.6,09/11/2023 19:12:11,16

10.05,0.62,254.4,0.63,255.7,0.68,252.1,284.3,09/11/2023 19:12:13,16

9.87,0.62,254.4,0.63,255.6,0.68,252.1,284.3,09/11/2023 19:12:15,16

9.86,0.62,254.4,0.63,255.7,0.68,252,284.1,09/11/2023 19:12:21,16

0.62,254.3,0.63,255.6,0.68,251.9,284.3,9.89,09/11/2023 19:12:21,16

9.96,0.62,254.2,0.63,255.4,0.69,251.9,284.2,09/11/2023 19:12:23,16

0.62,9.86,254.4,0.63,255.5,0.69,252,284.2,09/11/2023 19:12:24,16

9.94,0.62,254.3,0.63,255.4,0.68,252,284.2,09/11/2023 19:12:26,16

9.97,0.62,254.4,0.63,255.5,0.68,252,284.5,09/11/2023 19:12:30,16

9.88,0.62,254.3,0.63,255.2,0.67,252.1,283.1,09/11/2023 19:12:31,16

9.81,0.62,253.7,0.63,254.1,0.68,252.2,283.5,09/11/2023 19:12:34,16

9.85,0.62,253.8,0.63,254.2,0.68,252.2,283.2,09/11/2023 19:12:37,16

9.93,0.62,254.5,0.63,255.6,0.68,252.1,284.2,09/11/2023 19:12:39,16

9.94,0.62,254.6,0.63,255.6,0.68,252.1,284.3,09/11/2023 19:12:39,16

9.98,0.62,254.5,0.63,255.6,0.68,252.1,284.3,09/11/2023 19:12:43,16

9.89,0.62,254.4,0.63,255.6,0.68,252.1,284.1,09/11/2023 19:12:54,16

9.95,0.62,254.5,0.63,255.7,0.68,252.2,284.4,09/11/2023 19:12:54,16

0.62,254.5,0.63,255.6,0.68,252.1,284.2,9.94,09/11/2023 19:12:54,16

9.98,0.62,254.4,0.63,255.6,0.68,252.1,284,09/11/2023 19:12:57,16

9.97,0.62,254.5,0.63,255.6,0.68,252.2,284.7,09/11/2023 19:12:57,16

9.93,0.62,254.5,0.63,255.7,0.68,252.2,284.6,09/11/2023 19:12:59,16

9.94,0.62,254.6,0.63,255.7,0.68,252.3,284.3,09/11/2023 19:13:03,16

9.89,0.62,254.5,0.63,255.7,0.68,252.3,284.2,09/11/2023 19:13:04,16

9.93,0.62,254.5,0.63,255.7,0.68,252.2,284.3,09/11/2023 19:13:13,16

0.62,254.4,0.63,255.5,0.68,252,284,10.01,09/11/2023 19:13:13,16

9.94,0.62,254.4,0.63,255.5,0.68,252,283.7,09/11/2023 19:13:22,16

10.06,0.62,254.5,0.63,255.6,0.68,252.2,284.1,09/11/2023 19:13:22,16

0.62,254.3,0.63,255.4,0.68,252.1,284,9.89,09/11/2023 19:13:22,16

9.84,0.62,254.4,0.63,255.6,0.68,252.3,284,09/11/2023 19:13:23,16

9.86,0.62,254.6,0.63,255.8,0.68,252.4,284.4,09/11/2023 19:13:25,16

9.97,0.62,254.7,0.63,255.8,0.68,252.4,284.6,09/11/2023 19:13:27,16

9.84,0.62,254.7,0.63,255.8,0.68,252.4,284.5,09/11/2023 19:13:30,16

9.93,0.62,254.5,0.63,255.7,0.68,252.3,284.3,09/11/2023 19:13:32,16

9.89,0.62,254.6,0.63,255.6,0.68,252.2,284.3,09/11/2023 19:13:35,16

9.88,0.62,254.5,0.63,255.6,0.68,252.2,284.4,09/11/2023 19:13:36,16

9.92,0.62,254.5,0.63,255.6,0.68,252.2,284.3,09/11/2023 19:13:39,16

9.97,0.62,254.5,0.63,255.7,0.68,252.3,284.8,09/11/2023 19:13:41,16

9.95,0.62,254.5,0.63,255.6,0.68,252.2,284.4,09/11/2023 19:13:43,16

9.9,0.62,254.4,0.63,255.5,0.69,252.1,284.5,09/11/2023 19:13:45,16

9.91,0.62,254.3,0.63,255.6,0.68,252.2,284.4,09/11/2023 19:13:47,16

9.88,0.62,254.3,0.63,255.5,0.68,252,284.6,09/11/2023 19:13:52,16

0.62,254.4,0.63,255.7,0.68,252.2,284.7,9.84,09/11/2023 19:13:52,16

9.87,0.62,254.6,0.63,255.8,0.68,252.5,285.1,09/11/2023 19:13:54,16

9.87,0.62,254.8,0.63,255.8,0.68,252.6,285.1,09/11/2023 19:13:58,16

0.62,254.8,0.63,256,0.68,252.7,285.1,9.99,09/11/2023 19:13:59,16

9.97,0.62,254.8,0.63,255.9,0.68,252.6,285.4,09/11/2023 19:14:01,16

9.94,0.62,254.6,0.63,255.8,0.68,252.5,285.2,09/11/2023 19:14:03,16

9.92,0.62,254.6,0.63,255.8,0.68,252.5,284.9,09/11/2023 19:14:05,16

9.9,0.62,254.7,0.63,255.9,0.68,252.6,285.2,09/11/2023 19:14:07,16

9.93,0.62,254.7,0.63,255.9,0.68,252.6,285.4,09/11/2023 19:14:10,16

9.92,0.62,254.7,0.63,255.9,0.68,252.5,285.1,09/11/2023 19:14:13,16

9.88,0.62,254.6,0.63,255.9,0.68,252.5,285,09/11/2023 19:14:14,16

9.97,0.62,254.6,0.63,255.7,0.68,252.4,285,09/11/2023 19:14:18,16

9.92,0.62,254.6,0.63,255.8,0.68,252.5,284.6,09/11/2023 19:14:18,16

9.91,0.62,254.7,0.63,255.8,0.68,252.6,284.9,09/11/2023 19:14:22,16

9.93,0.62,254.6,0.63,255.8,0.68,252.5,285.3,09/11/2023 19:14:24,16

9.92,0.62,254.6,0.63,255.7,0.68,252.6,285,09/11/2023 19:14:25,16

9.87,0.62,254.6,0.63,255.7,0.68,252.5,284.8,09/11/2023 19:14:27,16

10.03,0.62,254.7,0.63,255.8,0.68,252.6,285.1,09/11/2023 19:14:31,16

0.62,254.7,0.63,255.8,0.68,252.5,284.9,9.86,09/11/2023 19:14:31,16

9.95,0.62,254.6,0.63,255.8,0.68,252.6,284.9,09/11/2023 19:14:34,16

9.96,0.62,254.6,0.63,255.7,0.68,252.5,284.7,09/11/2023 19:14:36,16

9.89,0.62,254.5,0.63,255.7,0.68,252.5,284.6,09/11/2023 19:14:38,16

9.95,0.62,254.5,0.63,255.6,0.68,252.5,284.4,09/11/2023 19:14:40,16

9.93,0.62,254.4,0.63,255.6,0.68,252.4,284.4,09/11/2023 19:14:45,16

9.92,0.62,254.4,0.63,255.6,0.68,252.5,284.6,09/11/2023 19:14:45,16

9.89,0.62,254.4,0.63,255.6,0.68,252.5,284.6,09/11/2023 19:14:47,16

0.62,254.5,0.63,255.8,0.68,252.5,284.6,9.86,09/11/2023 19:14:50,16

9.99,0.62,254.3,0.63,255.7,0.68,252.4,284.5,09/11/2023 19:14:52,16

0.62,9.93,254.4,0.63,255.6,0.68,252.4,284.2,09/11/2023 19:14:54,16

9.9,0.62,254.4,0.63,255.7,0.68,252.6,284.6,09/11/2023 19:14:56,16

9.81,0.62,254.5,0.63,255.8,0.68,252.6,284.7,09/11/2023 19:14:58,16

0.62,254.3,0.63,255.5,0.69,252.4,284.7,9.91,09/11/2023 19:15:00,16

9.91,0.62,254.4,0.63,255.6,0.69,252.4,284.6,09/11/2023 19:15:02,16

9.93,0.62,254.3,0.63,255.5,0.68,252.3,284.5,09/11/2023 19:15:10,16

9.99,0.62,254.4,0.63,255.5,0.68,252.4,284.4,09/11/2023 19:15:11,16

0.62,254.3,0.63,255.5,0.68,252.4,284.6,9.84,09/11/2023 19:15:12,16

9.84,254.4,0.63,255.5,0.68,252.4,284.9,0.62,09/11/2023 19:15:15,16

254.3,10,0.63,255.4,0.68,252.3,284.2,0.62,09/11/2023 19:15:15,16

254.3,0.63,255.4,0.68,252.3,284.4,9.9,0.62,09/11/2023 19:15:17,16

254.4,9.9,0.63,255.5,0.68,252.4,284.3,0.62,09/11/2023 19:15:19,16

10,254.3,0.63,255.5,0.68,252.4,284.4,0.62,09/11/2023 19:15:22,16

9.94,254.2,0.63,255.4,0.68,252.2,284.1,0.62,09/11/2023 19:15:24,16

9.98,254.2,0.63,255.4,0.68,252.2,283.9,0.62,09/11/2023 19:15:26,16

9.9,254,0.63,255.3,0.68,252.1,283.6,0.62,09/11/2023 19:15:28,16

9.94,254.2,0.63,255.5,0.68,252.3,284,0.62,09/11/2023 19:15:30,16

254.4,9.89,0.63,255.6,0.68,252.4,284.1,0.62,09/11/2023 19:15:33,16

9.89,254.5,0.63,255.7,0.68,252.5,284.4,0.62,09/11/2023 19:15:35,16

9.95,254.5,0.63,255.8,0.68,252.5,284.7,0.62,09/11/2023 19:15:37,16

9.93,254.5,0.63,255.6,0.68,252.5,284.5,0.62,09/11/2023 19:15:39,16

