Acceleration,Current_1,Voltage_1,Current_2,Current_3,Voltage_3,Fecha,true
9.87,0.61,249.9,0.61,0.67,247.4,25/10/2023 18:20:41,
9.93,0.61,249.9,0.61,0.67,247.4,25/10/2023 18:20:43,
9.81,0.61,249.9,0.61,0.67,247.3,25/10/2023 18:20:44,
9.79,0.61,249.9,0.61,0.67,247.4,25/10/2023 18:20:45,
9.77,0.61,249.9,0.61,0.67,247.4,25/10/2023 18:20:46,
9.84,0.61,250,0.61,0.67,247.4,25/10/2023 18:20:47,
9.95,0.61,249.9,0.61,0.67,247.4,25/10/2023 18:20:49,
9.76,0.61,249.9,0.61,0.66,247.4,25/10/2023 18:20:50,
9.83,0.61,250,0.61,0.67,247.5,25/10/2023 18:20:51,
9.85,0.61,250.1,0.61,0.67,247.6,25/10/2023 18:20:52,
9.92,0.61,250,0.61,0.67,247.4,25/10/2023 18:20:53,
9.8,0.61,250.1,0.61,0.67,247.5,25/10/2023 18:20:55,
9.88,0.61,250.1,0.61,0.67,247.7,25/10/2023 18:20:56,
9.84,0.61,250.1,0.61,0.67,247.5,25/10/2023 18:20:57,
9.81,0.61,250,0.61,0.67,247.4,25/10/2023 18:20:58,
9.79,0.61,250,0.61,0.67,247.4,25/10/2023 18:20:59,
0.61,249.8,0.61,0.67,247.3,9.78,25/10/2023 18:21:01,
9.8,0.61,249.7,0.61,0.67,247.1,25/10/2023 18:21:02,
9.83,0.61,249.9,0.61,0.67,247.2,25/10/2023 18:21:03,
9.82,0.61,250,0.61,0.67,247.2,25/10/2023 18:21:04,
9.87,0.61,249.9,0.61,0.67,247.1,25/10/2023 18:21:05,
9.86,0.61,250,0.61,0.67,247.1,25/10/2023 18:21:07,
9.9,0.61,250,0.61,0.67,247.2,25/10/2023 18:21:08,
9.9,0.61,250,0.61,0.67,247.1,25/10/2023 18:21:09,
9.81,0.61,249.8,0.61,0.67,247,25/10/2023 18:21:10,
9.79,0.61,250,0.61,0.67,247.1,25/10/2023 18:21:11,
9.86,0.61,250,0.61,0.67,247.2,25/10/2023 18:21:13,
9.84,0.61,250,0.61,0.67,247.1,25/10/2023 18:21:14,
9.81,0.61,250.1,0.61,0.67,247.3,25/10/2023 18:21:15,
9.83,0.61,250.2,0.61,0.67,247.4,25/10/2023 18:21:16,
9.92,0.61,250.3,0.61,0.67,247.4,25/10/2023 18:21:17,
9.9,0.61,250.2,0.61,0.67,247.3,25/10/2023 18:21:19,
9.85,0.61,250.2,0.61,0.67,247.3,25/10/2023 18:21:20,
9.75,0.61,250.2,0.61,0.67,247.3,25/10/2023 18:21:21,
9.95,0.61,250.2,0.61,0.67,247.4,25/10/2023 18:21:22,
9.76,0.61,250.3,0.61,0.67,247.3,25/10/2023 18:21:23,
9.91,0.61,250.1,0.61,0.67,247.3,25/10/2023 18:21:25,
9.79,0.61,250.2,0.61,0.67,247.2,25/10/2023 18:21:26,
9.82,0.61,250.1,0.61,0.67,247.2,25/10/2023 18:21:27,
9.86,0.61,250.1,0.61,0.67,247.2,25/10/2023 18:21:28,
9.87,0.61,250.2,0.61,0.67,247.3,25/10/2023 18:21:29,
9.86,0.61,250.1,0.61,0.67,247.3,25/10/2023 18:21:31,
9.81,0.61,250.2,0.61,0.67,247.3,25/10/2023 18:21:32,
9.87,0.61,250.1,0.61,0.67,247.3,25/10/2023 18:21:33,
9.81,0.61,250.2,0.61,0.67,247.3,25/10/2023 18:21:34,
9.78,0.61,250,0.61,0.67,247.2,25/10/2023 18:21:35,
9.83,0.61,250,0.61,0.67,247.1,25/10/2023 18:21:37,
9.88,0.61,250,0.61,0.67,247.1,25/10/2023 18:21:38,
9.84,0.61,249.9,0.61,0.67,247.1,25/10/2023 18:21:39,
9.79,0.61,249.9,0.61,0.67,247,25/10/2023 18:21:40,
9.79,0.61,250.1,0.61,0.67,247.3,25/10/2023 18:21:41,
9.78,0.61,250.2,0.61,0.67,247.2,25/10/2023 18:21:43,
9.93,0.61,250.3,0.61,0.67,247.4,25/10/2023 18:21:44,
9.85,0.61,250.2,0.61,0.67,247.2,25/10/2023 18:21:45,
9.88,0.61,250.1,0.61,0.67,247.2,25/10/2023 18:21:46,
9.85,0.61,250,0.61,0.67,247,25/10/2023 18:21:47,
9.77,0.61,250,0.61,0.67,247.1,25/10/2023 18:21:49,
9.83,0.61,250,0.61,0.67,247,25/10/2023 18:21:50,
9.74,0.61,250,0.61,0.67,247.2,25/10/2023 18:21:51,
9.93,0.61,250,0.61,0.67,247.1,25/10/2023 18:21:52,
9.78,0.61,250.1,0.61,0.67,247.3,25/10/2023 18:21:53,
9.86,0.61,250.1,0.61,0.67,247.2,25/10/2023 18:21:55,
9.84,0.61,250.1,0.61,0.67,247.1,25/10/2023 18:21:56,
9.87,0.61,250.1,0.61,0.67,247.2,25/10/2023 18:21:57,
9.73,0.61,250.2,0.61,0.67,247.2,25/10/2023 18:21:58,
9.87,0.61,250.2,0.61,0.67,247.2,25/10/2023 18:21:59,
9.79,0.61,250.1,0.61,0.67,247.2,25/10/2023 18:22:01,
9.89,0.61,250,0.61,0.67,247.1,25/10/2023 18:22:02,
9.78,0.61,249.8,0.61,0.67,247.1,25/10/2023 18:22:03,
9.9,0.61,250,0.61,0.67,247.1,25/10/2023 18:22:04,
9.84,0.61,249.9,0.61,0.67,247.1,25/10/2023 18:22:05,
9.84,0.61,250,0.61,0.67,247.1,25/10/2023 18:22:07,
9.8,0.61,250,0.61,0.67,247.1,25/10/2023 18:22:08,
9.92,0.61,250,0.61,0.67,247.1,25/10/2023 18:22:09,
9.89,0.61,249.8,0.61,0.67,247,25/10/2023 18:22:10,
9.79,0.61,250.1,0.61,0.67,247.1,25/10/2023 18:22:11,
9.8,0.61,250.1,0.61,0.67,247.2,25/10/2023 18:22:13,
9.98,0.61,250.2,0.61,0.67,247.3,25/10/2023 18:22:14,
9.85,0.61,250.1,0.61,0.67,247.3,25/10/2023 18:22:15,
10.53,20.43,242.2,18.81,21.66,240.4,25/10/2023 18:27:52,
10.14,20.25,242.1,18.7,21.48,240.5,25/10/2023 18:27:53,
10.34,20.26,242.1,18.67,21.5,240.5,25/10/2023 18:27:55,
10.93,20.28,242.3,18.62,21.46,240.5,25/10/2023 18:27:56,
14.06,20.13,242.3,18.51,21.38,240.6,25/10/2023 18:27:57,
11.7,20.12,242.4,18.45,21.37,240.8,25/10/2023 18:27:58,
10.37,20.06,242.5,18.4,21.35,240.9,25/10/2023 18:27:59,
8.9,20.14,242.5,18.42,21.43,240.8,25/10/2023 18:28:01,
9.62,20.1,242.4,18.44,21.39,240.7,25/10/2023 18:28:02,
6.75,20.06,242.5,18.43,21.36,240.8,25/10/2023 18:28:03,
10.16,20.06,242.5,18.49,21.36,240.8,25/10/2023 18:28:04,
8.37,20.12,242.4,18.39,21.4,240.7,25/10/2023 18:28:05,
11.67,20.03,242.4,18.39,21.33,240.8,25/10/2023 18:28:07,
9.59,20.04,242.4,18.41,21.3,240.8,25/10/2023 18:28:08,
20.02,13.96,242.5,18.4,21.3,240.7,25/10/2023 18:28:09,
9.99,20.07,242.5,18.4,21.31,241,25/10/2023 18:28:10,
14.97,20.02,242.8,18.35,21.33,241.1,25/10/2023 18:28:12,
13.79,20.03,242.7,18.36,21.34,241,25/10/2023 18:28:13,
12.4,20.1,242.5,18.37,21.34,240.9,25/10/2023 18:28:14,
20.1,242.4,18.45,21.33,240.7,10.58,25/10/2023 18:28:17,
14.96,242.6,18.41,21.25,240.9,20.04,25/10/2023 18:28:19,
10.57,242.5,18.44,21.28,240.8,20.07,25/10/2023 18:28:20,
242.4,8.75,18.5,21.31,240.8,20.07,25/10/2023 18:28:21,
10.09,242.5,18.44,21.26,240.8,19.97,25/10/2023 18:28:22,
10.11,242.5,18.4,21.21,240.8,19.97,25/10/2023 18:28:23,
12.53,242.5,18.45,21.21,240.8,20.02,25/10/2023 18:28:25,
242.5,18.45,21.24,240.9,9.48,19.99,25/10/2023 18:28:26,
242.6,18.41,10.81,21.25,240.9,20.01,25/10/2023 18:28:27,
242.5,10.43,18.36,21.23,241,20.02,25/10/2023 18:28:28,
242.6,9,18.45,21.25,241,20,25/10/2023 18:28:29,
242.5,8.74,18.43,21.23,240.8,20.07,25/10/2023 18:28:30,
242.5,18.52,5.43,21.28,240.9,20.09,25/10/2023 18:28:32,
242.7,11.55,18.47,21.31,241,20.11,25/10/2023 18:28:33,
242.5,13.02,18.45,21.3,240.9,20.06,25/10/2023 18:28:34,
242.6,9.6,18.5,21.28,241,20.24,25/10/2023 18:28:35,
11.33,20.82,239.5,19.57,21.43,238.5,27/10/2023 09:11:52,
10.68,20.69,239.6,19.57,21.43,238.5,27/10/2023 09:11:53,
11.07,20.66,239.6,19.55,21.4,238.5,27/10/2023 09:11:54,
7.7,20.63,239.7,19.55,21.33,238.7,27/10/2023 09:11:55,
7.99,20.65,239,19.57,21.41,237.9,27/10/2023 09:11:57,
10.24,20.54,238.3,19.6,21.55,237.3,27/10/2023 09:11:58,
15.28,20.49,239.5,19.63,21.46,238.5,27/10/2023 09:12:02,
8.64,20.32,239.7,19.5,21.34,238.8,27/10/2023 09:12:03,
7.44,20.33,239.8,19.43,21.34,238.8,27/10/2023 09:12:04,
9.58,20.3,239.7,19.4,21.32,238.8,27/10/2023 09:12:06,
11.29,20.25,239.8,19.41,21.28,238.9,27/10/2023 09:12:07,
11.54,20.25,239.8,19.39,21.34,238.9,27/10/2023 09:12:08,
5.04,20.31,239.8,19.46,21.33,238.9,27/10/2023 09:12:09,
15.78,19.99,240,19.18,21.01,239.1,27/10/2023 09:12:10,
12.08,20.32,240,19.5,21.33,239.1,27/10/2023 09:12:15,
10.93,20.2,241.1,19.33,21.32,240.2,27/10/2023 09:12:16,
6.12,20.16,241.4,19.23,21.26,240.4,27/10/2023 09:12:17,
8.75,20.2,241.5,19.29,21.33,240.5,27/10/2023 09:12:18,
16.82,20.16,241.4,19.25,21.35,240.4,27/10/2023 09:12:20,
10.53,20.2,241.4,19.25,21.35,240.4,27/10/2023 09:12:21,
9.27,20.16,241.4,19.27,21.3,240.5,27/10/2023 09:12:22,
9.36,19.74,241.7,18.91,20.88,240.6,27/10/2023 09:12:23,
8.74,20.26,241.3,19.42,21.36,240.4,27/10/2023 09:12:26,
11.84,20.16,241.4,19.3,21.26,240.4,27/10/2023 09:12:27,
10.34,20.12,241.4,19.24,21.22,240.4,27/10/2023 09:12:29,
13.64,20.15,241.3,19.3,21.27,240.3,27/10/2023 09:12:30,
8.52,20.16,241.4,19.31,21.33,240.3,27/10/2023 09:12:31,
11.85,20.13,241.3,19.26,21.24,240.3,27/10/2023 09:12:32,
8.46,20.09,241.4,19.17,21.25,240.5,27/10/2023 09:12:33,
10.49,20.36,241.4,19.5,21.57,240.5,27/10/2023 09:12:38,
16.53,20.14,241.5,19.25,21.35,240.5,27/10/2023 09:12:39,
8.51,20.07,241.5,19.22,21.29,240.6,27/10/2023 09:12:40,
10.25,20.1,242.3,19.09,21.09,241.4,27/10/2023 09:12:41,
8.97,20.13,242.9,19.08,20.98,241.9,27/10/2023 09:12:42,
5.76,20.16,242.7,19.11,21,241.7,27/10/2023 09:12:44,
10.74,20.11,242.7,19.06,20.94,241.7,27/10/2023 09:12:45,
11.83,19.71,242.9,18.73,20.56,241.9,27/10/2023 09:12:46,
11.4,20.19,242.6,19.17,21.05,241.6,27/10/2023 09:12:51,
12.3,20.15,242.6,19.08,20.99,241.7,27/10/2023 09:12:52,
8.23,19.96,242.6,18.93,20.82,241.6,27/10/2023 09:12:54,
10.69,20.15,242.7,19.09,20.99,241.8,27/10/2023 09:12:59,
8.92,20.12,242.8,19.04,20.91,241.9,27/10/2023 09:13:00,
10.55,20.06,242.9,18.98,20.86,241.9,27/10/2023 09:13:01,
15.03,20.02,242.9,18.96,20.85,242,27/10/2023 09:13:02,
14.36,19.99,242.9,19.14,20.55,241.9,27/10/2023 09:13:04,
8.7,19.99,242.7,19.14,20.53,241.9,27/10/2023 09:13:05,
10.95,20.01,242.7,19.02,20.53,241.9,27/10/2023 09:13:06,
11.28,20.01,242.8,19.05,20.57,241.9,27/10/2023 09:13:07,
11.33,20.09,242.9,19.07,20.62,242,27/10/2023 09:13:08,
11.98,20.03,242.7,19.01,20.64,241.8,27/10/2023 09:13:10,
10.13,19.99,242.6,19,20.63,241.7,27/10/2023 09:13:11,
16.24,20.02,241.3,19.12,20.84,240.4,27/10/2023 09:13:12,
14.46,20.03,241.2,19.17,20.88,240.3,27/10/2023 09:13:13,
9.45,20.03,241.2,19.28,20.8,240.3,27/10/2023 09:13:14,
10.03,20.04,241.2,19.3,20.79,240.4,27/10/2023 09:13:16,
0.61,249.4,0.61,0.67,247.3,10.27,31/10/2023 15:19:57,
10.19,0.61,249.4,0.61,0.67,247.4,31/10/2023 15:19:58,
10.11,0.61,249.5,0.61,0.67,247.4,31/10/2023 15:19:59,
10.16,0.61,249.5,0.61,0.67,247.4,31/10/2023 15:20:00,
10.22,0.61,249.4,0.61,0.67,247.4,31/10/2023 15:20:02,
10.09,21.32,241.3,20.14,22.17,240,31/10/2023 15:21:43,
21.24,241.2,20.02,22.22,240,10.52,31/10/2023 15:21:50,
19.85,22.27,239.8,21.17,240.9,12.78,31/10/2023 15:22:04,
11.66,21.16,240.9,19.76,22.31,239.8,31/10/2023 15:22:05,
7.4,21.14,240.9,19.78,22.21,239.8,31/10/2023 15:22:06,
6.13,21.11,241.1,19.81,22.06,239.8,31/10/2023 15:22:07,
9.32,21.17,240.9,19.89,22.01,239.7,31/10/2023 15:22:09,
11.25,21.2,240.9,19.88,22.05,239.7,31/10/2023 15:22:10,
8.13,21.16,241.1,19.85,22,239.8,31/10/2023 15:22:11,
14.4,21.16,241.1,19.85,22,239.8,31/10/2023 15:22:12,
4.74,21.17,241.3,19.84,21.99,240.1,31/10/2023 15:22:13,
10.31,21.08,241.2,19.78,21.97,240,31/10/2023 15:22:14,
14.2,21.06,241.2,19.76,21.97,239.9,31/10/2023 15:22:16,
16.75,21.08,241.1,19.72,21.94,239.9,31/10/2023 15:22:17,
8.92,21.11,241.1,19.71,21.93,239.8,31/10/2023 15:22:18,
7.11,21.08,241.1,19.71,21.95,239.9,31/10/2023 15:22:19,
8.11,21.11,241,19.63,22.08,239.8,31/10/2023 15:22:21,
11.86,21.11,241,19.52,22.16,239.8,31/10/2023 15:22:22,
6.54,21.02,240.9,19.47,22.15,239.8,31/10/2023 15:22:23,
6.86,21.07,240.9,19.62,22.03,239.7,31/10/2023 15:22:24,
10.15,21.08,241,19.69,21.94,239.7,31/10/2023 15:22:25,
10.74,21.08,240.9,19.68,21.96,239.6,31/10/2023 15:22:27,
8.97,21.01,241,19.6,21.97,239.7,31/10/2023 15:22:28,
6.51,21.01,241,19.55,22.01,239.7,31/10/2023 15:22:29,
12.19,21.03,240.9,19.55,21.98,239.9,31/10/2023 15:22:30,
8.16,21,241.1,19.5,21.98,239.8,31/10/2023 15:22:31,
7.79,20.95,240.9,19.47,21.98,239.8,31/10/2023 15:22:33,
9.69,21,241,19.5,21.99,239.7,31/10/2023 15:22:34,
7.94,20.97,240.9,19.48,21.95,239.8,31/10/2023 15:22:35,
11.88,20.94,241.1,19.47,21.96,239.9,31/10/2023 15:22:36,
13.24,21.1,241.9,19.48,21.92,240.7,31/10/2023 15:22:37,
11.31,21.06,242.6,19.4,21.68,241.3,31/10/2023 15:22:43,
9.13,20.88,242.9,19.24,21.57,241.6,31/10/2023 15:22:44,
10.8,20.83,242.8,19.36,21.5,241.6,31/10/2023 15:22:45,
7.58,20.94,242.7,19.35,21.32,241.5,31/10/2023 15:22:46,
15.66,20.85,242.6,19.28,21.25,241.4,31/10/2023 15:22:47,
13.7,20.81,242.6,19.26,21.23,241.4,31/10/2023 15:22:49,
7.23,20.86,242.3,19.3,21.27,241.1,31/10/2023 15:22:50,
9,20.51,242.5,18.99,20.91,241.2,31/10/2023 15:22:51,
8.91,20.79,242.2,19.26,21.23,241.1,31/10/2023 15:22:56,
11.28,20.76,242.1,19.27,21.2,240.9,31/10/2023 15:22:57,
12.79,20.76,242.4,19.27,21.15,241.2,31/10/2023 15:22:59,
10.04,20.77,242.3,19.3,21.22,241.1,31/10/2023 15:23:00,
16.84,20.77,242.3,19.37,21.11,241,31/10/2023 15:23:01,
6.61,20.77,242.3,19.37,21.09,240.9,31/10/2023 15:23:02,
6.07,20.8,242.2,19.34,21.18,240.4,31/10/2023 15:23:03,
8.41,20.77,241.5,19.37,21.18,240.4,31/10/2023 15:23:05,
14.69,20.69,240.8,19.51,21.3,239.6,31/10/2023 15:23:06,
11.57,20.66,241,19.48,21.23,239.8,31/10/2023 15:23:07,
5.22,20.68,241,19.51,21.28,239.9,31/10/2023 15:23:08,
12.31,20.65,241.2,19.47,21.29,239.9,31/10/2023 15:23:09,
17.19,20.68,241.2,19.5,21.29,240,31/10/2023 15:23:11,
7.6,20.72,241.3,19.5,21.32,240.1,31/10/2023 15:23:12,
11.67,20.71,241.3,19.47,21.29,240.1,31/10/2023 15:23:13,
10.74,20.64,241.4,19.44,21.2,240.3,31/10/2023 15:23:14,
13.15,20.66,241.4,19.44,21.2,240.2,31/10/2023 15:23:15,
15.54,20.66,241.3,19.46,21.26,240.1,31/10/2023 15:23:17,
8.08,20.66,241.2,19.45,21.25,240.1,31/10/2023 15:23:18,
10.96,20.72,241.2,19.47,21.26,240,31/10/2023 15:23:19,
11.39,20.73,241.1,19.48,21.29,240,31/10/2023 15:23:20,
8,20.67,241.1,19.43,21.24,239.9,31/10/2023 15:23:21,
16.42,20.67,241.1,19.47,21.25,239.9,31/10/2023 15:23:23,
13.06,20.73,241.1,19.47,21.25,239.9,31/10/2023 15:23:24,
9.37,20.69,241.1,19.49,21.29,240,31/10/2023 15:23:25,
10.1,20.66,241.1,19.33,21.48,239.9,31/10/2023 15:23:26,
16.08,20.72,241.3,19.39,21.36,240.1,31/10/2023 15:23:27,
10.24,20.73,241.3,19.41,21.4,240.1,31/10/2023 15:23:29,
8.1,20.68,241.4,19.39,21.35,240.2,31/10/2023 15:23:30,
17.28,20.67,241.5,19.37,21.31,240.4,31/10/2023 15:23:31,
10.74,20.69,241.4,19.31,21.44,240.2,31/10/2023 15:23:32,
8.31,20.75,241.3,19.32,21.53,240.1,31/10/2023 15:23:33,
6.67,20.75,241.3,19.38,21.54,240.2,31/10/2023 15:23:35,
9.66,20.72,241.4,19.35,21.51,240.2,31/10/2023 15:23:36,
10.54,20.77,241.1,19.39,21.55,240,31/10/2023 15:23:42,
20.75,241.2,19.31,21.55,240,12.49,31/10/2023 15:23:44,
9.27,20.73,241.1,19.26,21.6,240,31/10/2023 15:23:44,
9.09,20.73,241.1,19.26,21.6,240,31/10/2023 15:23:46,
10.57,20.74,241.1,19.49,21.38,239.9,31/10/2023 15:23:47,
20.74,241.1,19.47,21.34,239.9,14.75,31/10/2023 15:23:49,
10.57,20.75,241.1,19.43,21.37,239.9,31/10/2023 15:23:49,
6.39,20.76,241.1,19.46,21.39,239.8,31/10/2023 15:23:50,
16.65,20.86,240.9,19.44,21.53,239.8,31/10/2023 15:23:56,
10.63,20.74,240.9,19.32,21.44,239.7,31/10/2023 15:23:57,
8.56,20.77,241,19.37,21.49,239.8,31/10/2023 15:23:58,
14.07,20.78,240.8,19.41,21.47,239.6,31/10/2023 15:23:59,
12.68,20.78,240.6,19.39,21.48,239.4,31/10/2023 15:24:00,
9.23,20.74,240.4,19.36,21.52,239.3,31/10/2023 15:24:02,
9.38,20.77,240.4,19.4,21.51,239.1,31/10/2023 15:24:03,
18.43,20.77,240.6,19.36,21.43,239.5,31/10/2023 15:24:04,
9.12,20.77,240.8,19.36,21.44,239.5,31/10/2023 15:24:05,
6.2,20.77,240.8,19.36,21.43,239.6,31/10/2023 15:24:06,
13.41,20.75,240.9,19.38,21.4,239.7,31/10/2023 15:24:08,
11.29,20.73,240.9,19.35,21.44,239.7,31/10/2023 15:24:09,
7.09,20.73,240.9,19.37,21.38,239.7,31/10/2023 15:24:10,
11.27,20.73,240.9,19.36,21.37,239.7,31/10/2023 15:24:11,
12.11,20.73,240.9,19.36,21.37,239.7,31/10/2023 15:24:12,
10.48,20.74,240.8,19.35,21.4,239.7,31/10/2023 15:24:14,
12.95,20.72,240.8,19.37,21.42,239.5,31/10/2023 15:24:15,
11.09,20.71,240.7,19.35,21.41,239.6,31/10/2023 15:24:16,
12.34,20.69,240.8,19.35,21.38,239.5,31/10/2023 15:24:17,
10.95,20.68,240.7,19.34,21.4,239.5,31/10/2023 15:24:18,
4.84,20.73,240.7,19.36,21.4,239.4,31/10/2023 15:24:20,
10.26,20.77,241.8,19.25,21.2,240.7,31/10/2023 15:24:21,
12.06,20.76,242,19.27,21.1,240.7,31/10/2023 15:24:22,
10.12,20.78,241.9,19.34,21.12,240.7,31/10/2023 15:24:23,
11.29,20.77,241.9,19.32,21.11,240.7,31/10/2023 15:24:24,
11.13,20.72,242.1,19.31,21.1,240.9,31/10/2023 15:24:26,
7.29,20.67,242.2,19.24,21.09,241,31/10/2023 15:24:27,
10.85,20.6,242.4,19.08,21.2,241,31/10/2023 15:24:28,
10.74,20.6,242.4,19.08,21.24,241.1,31/10/2023 15:24:29,
9.91,20.59,242.4,19.06,21.24,241.1,31/10/2023 15:24:30,
8.53,20.58,242.4,19.1,21.24,241,31/10/2023 15:24:32,
8.02,20.58,242.3,19.07,21.23,241,31/10/2023 15:24:33,
9.84,20.57,242.3,19.05,21.21,240.9,31/10/2023 15:24:34,
10.7,20.61,242.3,19.04,21.21,240.9,31/10/2023 15:24:35,
6.27,20.63,242.5,19.07,21.15,241.1,31/10/2023 15:24:42,
17.94,20.59,242.5,19.07,21.08,241.1,31/10/2023 15:24:44,
10.24,20.57,242.4,19.03,21.11,240.8,31/10/2023 15:24:45,
10.87,20.62,240.7,19.25,21.44,239.4,31/10/2023 15:24:46,
12.15,20.53,241,19.23,21.32,239.7,31/10/2023 15:24:47,
5.86,20.54,241,19.24,21.35,239.6,31/10/2023 15:24:48,
14.21,20.54,241,19.36,21.46,239.8,31/10/2023 15:24:50,
9.32,20.62,241,19.39,21.42,239.6,31/10/2023 15:24:55,
7.14,20.62,241,19.39,21.42,239.6,31/10/2023 15:24:56,
14.74,20.57,240.9,19.34,21.35,239.6,31/10/2023 15:24:57,
10.68,20.54,241,19.32,21.35,239.7,31/10/2023 15:24:58,
8.83,20.56,241,19.34,21.33,239.7,31/10/2023 15:25:00,
9.37,20.56,241.1,19.29,21.28,239.7,31/10/2023 15:25:01,
10.48,20.56,241.1,19.3,21.32,239.8,31/10/2023 15:25:02,
16.92,20.56,241.1,19.31,21.35,239.8,31/10/2023 15:25:03,
10.88,20.59,241,19.32,21.33,239.6,31/10/2023 15:25:04,
8.84,20.6,240.9,19.34,21.38,239.7,31/10/2023 15:25:06,
10.34,20.57,241.1,19.29,21.4,239.7,31/10/2023 15:25:07,
10.3,20.62,241.2,19.27,21.42,239.9,31/10/2023 15:25:08,
8.48,20.56,241.2,19.23,21.37,239.9,31/10/2023 15:25:09,
9.22,20.55,241.3,19.19,21.44,240,31/10/2023 15:25:11,
10.54,20.56,241.1,19.14,21.5,239.9,31/10/2023 15:25:12,
6.36,20.56,241.1,19.11,21.52,239.8,31/10/2023 15:25:13,
15.93,20.58,241.1,19.13,21.56,239.8,31/10/2023 15:25:14,
9.54,20.59,241,19.13,21.58,239.8,31/10/2023 15:25:15,
9.44,20.64,241,19.18,21.59,239.4,31/10/2023 15:25:16,
16.42,20.66,240.8,19.21,21.59,239.4,31/10/2023 15:25:18,
10.69,20.69,240.7,19.19,21.65,239.3,31/10/2023 15:25:19,
11.48,20.65,240.6,19.18,21.69,239.3,31/10/2023 15:25:20,
10.73,20.66,240.4,19.16,21.68,239,31/10/2023 15:25:21,
10.99,20.67,240.3,19.23,21.6,239,31/10/2023 15:25:22,
7.1,20.65,240.4,19.28,21.58,239.1,31/10/2023 15:25:24,
11.6,20.67,240.3,19.31,21.57,239,31/10/2023 15:25:25,
8.81,20.62,240.2,19.29,21.57,238.9,31/10/2023 15:25:26,
10.83,20.62,240.3,19.32,21.53,238.9,31/10/2023 15:25:27,
9.52,20.89,235.3,19.71,22.1,234.1,31/10/2023 15:25:28,
10.12,20.91,235.7,19.69,22.08,234.6,31/10/2023 15:25:30,
11.71,20.68,239.8,19.39,21.57,238.5,31/10/2023 15:25:31,
10.61,20.66,240.1,19.33,21.54,238.7,31/10/2023 15:25:32,
13.31,20.65,240.1,19.33,21.48,238.9,31/10/2023 15:25:33,
7.31,20.65,240.1,19.33,21.48,238.9,31/10/2023 15:25:34,
6,20.66,239.8,19.4,21.48,238.4,31/10/2023 15:25:36,
9.64,20.87,237.7,19.55,21.75,236.4,31/10/2023 15:25:42,
6.16,20.81,237.6,19.51,21.74,236.3,31/10/2023 15:25:43,
13.67,20.8,237.7,19.54,21.58,236.2,31/10/2023 15:25:44,
10.81,20.79,237.6,19.52,21.59,236.4,31/10/2023 15:25:45,
5.89,20.78,237.7,19.49,21.64,236.3,31/10/2023 15:25:47,
11.58,20.83,237.5,19.62,21.6,236.1,31/10/2023 15:25:48,
11.69,20.87,237.5,19.66,21.63,236.2,31/10/2023 15:25:49,
8.59,20.36,238.1,19.18,21.1,236.7,31/10/2023 15:25:50,
9.61,21.04,238.4,19.86,21.72,237,31/10/2023 15:25:54,
13.57,20.69,238.6,19.54,21.42,237.2,31/10/2023 15:25:56,
9.97,20.72,238.5,19.55,21.38,237.2,31/10/2023 15:25:57,
8.24,20.72,238.8,19.52,21.38,237.4,31/10/2023 15:25:58,
12.4,20.76,240.1,19.42,21.12,238.8,31/10/2023 15:25:59,
5.98,20.73,240.3,19.37,21.14,238.9,31/10/2023 15:26:00,
11.47,20.7,240.3,19.32,21.17,238.9,31/10/2023 15:26:02,
7.89,20.72,240.4,19.33,21.16,239,31/10/2023 15:26:03,
10.4,20.71,240.5,19.29,21.13,239.1,31/10/2023 15:26:04,
11.44,20.58,241.8,19.08,21.1,240.3,31/10/2023 15:26:05,
9.6,20.54,241.8,19.08,21.08,240.4,31/10/2023 15:26:06,
4.75,20.54,241.8,19.08,21.08,240.4,31/10/2023 15:26:08,
10.91,20.58,241.8,19.15,20.98,240.3,31/10/2023 15:26:09,
8.08,20.53,241.8,19.07,21.05,240.4,31/10/2023 15:26:10,
14.93,20.52,241.9,19.07,21.1,240.5,31/10/2023 15:26:11,
9.69,20.56,242,19.12,21.07,240.5,31/10/2023 15:26:12,
10.97,20.59,241.7,19.13,21.04,240.4,31/10/2023 15:26:14,
5.77,20.6,241.7,19.13,21.09,240.2,31/10/2023 15:26:15,
12.69,20.56,241.4,19.34,20.88,240.1,31/10/2023 15:26:16,
10.05,20.61,241.4,19.29,20.78,240.2,31/10/2023 15:26:17,
9.41,20.56,241.6,19.25,20.76,240.2,31/10/2023 15:26:19,
11,20.54,241.5,19.25,20.75,240.3,31/10/2023 15:26:20,
6.25,20.59,241.5,19.3,20.74,240.1,31/10/2023 15:26:21,
10.4,20.56,241.5,19.27,20.76,240.2,31/10/2023 15:26:22,
11.35,20.53,241.4,19.27,20.78,240.2,31/10/2023 15:26:23,
8.38,20.6,240.6,19.22,21.05,239.3,31/10/2023 15:26:24,
10.45,20.6,240.6,19.31,21.19,239.1,31/10/2023 15:26:26,
6.98,20.5,240.2,19.22,21.19,239.1,31/10/2023 15:26:27,
10.32,20.49,240.4,19.22,21.03,239,31/10/2023 15:26:28,
13.56,20.52,240.3,19.42,21.03,239,31/10/2023 15:26:29,
6.54,20.49,240.3,19.39,21.05,239,31/10/2023 15:26:31,
10.79,20.52,240.3,19.4,21.07,239,31/10/2023 15:26:32,
10.14,20.3,240.4,19.18,20.78,239.2,31/10/2023 15:26:33,
