Acceleration,Current_1,Voltage_1,Current_2,Current_3,Voltage_3,Fecha,true
19.94,241.2,18.9,20.79,240.3,12.65,1/11/2023 16:29:29,
19.94,12.29,241.2,18.9,20.79,240.3,1/11/2023 16:29:29,
10.33,19.94,241.2,18.9,20.79,240.3,1/11/2023 16:29:29,
14.93,19.94,241.2,18.9,20.79,240.3,1/11/2023 16:29:29,
19.94,8.27,241.2,18.9,20.79,240.3,1/11/2023 16:29:29,
19.94,11.43,241.2,18.9,20.79,240.3,1/11/2023 16:29:29,
13.15,19.94,241.2,18.89,20.79,240.3,1/11/2023 16:29:29,
11.51,19.94,241.2,18.89,20.79,240.3,1/11/2023 16:29:29,
7.24,19.88,241.4,18.89,20.79,240.3,1/11/2023 16:29:30,
19.88,241.4,18.89,20.79,240.3,13.65,1/11/2023 16:29:30,
19.88,13.64,241.4,18.89,20.79,240.3,1/11/2023 16:29:30,
7.89,19.88,241.4,18.89,20.79,240.3,1/11/2023 16:29:30,
13.41,19.88,241.4,18.89,20.79,240.3,1/11/2023 16:29:30,
15.44,19.88,241.4,18.89,20.79,240.3,1/11/2023 16:29:30,
9.84,19.88,241.4,18.89,20.79,240.3,1/11/2023 16:29:30,
19.88,241.4,11.26,18.89,20.79,240.4,1/11/2023 16:29:30,
6.67,19.88,241.4,18.89,20.79,240.4,1/11/2023 16:29:30,
10.22,19.88,241.4,18.89,20.79,240.4,1/11/2023 16:29:30,
8.62,19.88,241.4,18.89,20.79,240.4,1/11/2023 16:29:30,
19.88,241.4,18.89,20.79,240.4,10.92,1/11/2023 16:29:30,
19.88,241.4,8.57,18.89,20.79,240.4,1/11/2023 16:29:30,
10.98,19.88,241.4,18.89,20.79,240.4,1/11/2023 16:29:30,
13.25,19.88,241.4,18.89,20.79,240.4,1/11/2023 16:29:30,
7.87,19.88,241.4,18.89,20.79,240.4,1/11/2023 16:29:30,
19.88,12.42,241.4,18.89,20.79,240.4,1/11/2023 16:29:30,
10.73,19.88,241.4,18.89,20.79,240.4,1/11/2023 16:29:31,
11.99,19.88,241.4,18.89,20.79,240.4,1/11/2023 16:29:31,
8.77,19.88,241.4,18.89,20.79,240.4,1/11/2023 16:29:31,
13.27,19.88,241.4,18.89,20.79,240.4,1/11/2023 16:29:31,
19.88,241.4,9.72,18.89,20.79,240.4,1/11/2023 16:29:31,
19.88,241.4,8.16,18.85,20.79,240.4,1/11/2023 16:29:31,
10.29,19.88,241.4,18.85,20.79,240.4,1/11/2023 16:29:31,
7.92,19.88,241.4,18.85,20.79,240.4,1/11/2023 16:29:31,
19.88,241.4,12.52,18.85,20.79,240.4,1/11/2023 16:29:31,
19.88,241.4,8.49,18.85,20.79,240.4,1/11/2023 16:29:31,
19.88,241.4,15.89,18.85,20.79,240.4,1/11/2023 16:29:31,
9.29,19.88,241.4,18.85,20.79,240.4,1/11/2023 16:29:31,
8.43,19.88,241.4,18.85,20.79,240.4,1/11/2023 16:29:31,
19.88,241.4,18.85,20.79,240.4,9.12,1/11/2023 16:29:31,
10.09,19.88,241.4,18.85,20.79,240.4,1/11/2023 16:29:31,
19.88,241.4,12.82,18.85,20.78,240,1/11/2023 16:29:31,
19.88,241.4,18.85,20.78,240,12.75,1/11/2023 16:29:31,
10.85,19.88,241.4,18.85,20.78,240,1/11/2023 16:29:31,
19.88,241.4,18.85,20.78,240,13,1/11/2023 16:29:31,
19.88,241.4,10.28,18.85,20.78,240,1/11/2023 16:29:32,
19.88,241.4,18.85,20.78,240,8.19,1/11/2023 16:29:32,
10.84,19.88,241.4,18.85,20.78,240,1/11/2023 16:29:32,
19.88,241.4,18.85,20.78,240,10.69,1/11/2023 16:29:32,
11.89,18.85,20.78,240,19.88,241.4,1/11/2023 16:29:32,
11.78,18.85,20.78,240,19.88,241.4,1/11/2023 16:29:32,
18.93,20.78,240,19.88,241.4,10.38,1/11/2023 16:29:32,
9.76,20.78,240,19.88,241.4,18.93,1/11/2023 16:29:32,
20.78,240,8.29,20,240.2,18.93,1/11/2023 16:29:32,
20.78,240,20,240.2,18.93,11.87,1/11/2023 16:29:32,
20,8.91,240.2,18.93,20.78,240,1/11/2023 16:29:32,
20,240.2,9.36,18.93,20.78,240,1/11/2023 16:29:32,
10.23,20,240.2,18.93,20.78,240,1/11/2023 16:29:32,
8.49,20,240.2,18.93,20.78,240,1/11/2023 16:29:32,
10.57,20,240.2,18.93,20.78,240,1/11/2023 16:29:32,
20,9.46,240.2,18.93,20.78,240,1/11/2023 16:29:32,
20,13.8,240.2,18.93,21.02,238.8,1/11/2023 16:29:33,
20,240.2,18.93,21.02,238.8,11.77,1/11/2023 16:29:33,
9.43,20,240.2,18.93,21.02,238.8,1/11/2023 16:29:33,
8.23,20,240.2,18.93,21.02,238.8,1/11/2023 16:29:33,
11.68,20,240.2,18.93,21.02,238.8,1/11/2023 16:29:33,
12.13,20,240.2,18.93,21.02,238.8,1/11/2023 16:29:33,
20,240.2,18.93,21.02,238.8,9.95,1/11/2023 16:29:33,
11.11,20,240.2,18.93,21.02,238.8,1/11/2023 16:29:33,
11.39,20,240.2,18.93,21.02,238.8,1/11/2023 16:29:33,
6.73,20,240.2,18.93,21.02,238.8,1/11/2023 16:29:33,
20,240.2,8.26,18.93,21.02,238.8,1/11/2023 16:29:33,
20,240.2,18.93,21.02,238.8,11.76,1/11/2023 16:29:33,
6.97,20,240.2,18.93,21.02,238.8,1/11/2023 16:29:33,
11.18,20,240.2,18.93,21.02,238.8,1/11/2023 16:29:33,
20,7.99,240.2,18.93,21.02,238.8,1/11/2023 16:29:33,
20,9.78,240.2,18.98,21.02,238.8,1/11/2023 16:29:33,
10.62,20,240.2,18.98,21.02,238.8,1/11/2023 16:29:33,
9.95,20.04,239.7,18.98,21.02,238.8,1/11/2023 16:29:34,
12.21,20.04,239.7,18.98,21.02,238.8,1/11/2023 16:29:34,
20.04,239.7,18.98,21.02,238.8,9.43,1/11/2023 16:29:34,
20.04,239.7,6.91,18.98,21.02,238.8,1/11/2023 16:29:34,
20.04,239.7,18.98,9.56,21.02,238.8,1/11/2023 16:29:34,
7.96,20.04,239.7,18.98,21.02,238.8,1/11/2023 16:29:34,
20.04,239.7,9.11,18.98,21.02,238.8,1/11/2023 16:29:34,
12.13,20.04,239.7,18.98,21.02,238.8,1/11/2023 16:29:34,
8.73,20.04,239.7,18.98,21.02,238.6,1/11/2023 16:29:34,
20.04,239.5,18.97,21.02,238.6,11.39,1/11/2023 16:29:35,
8.46,21.13,238.4,20.04,239.5,18.97,1/11/2023 16:29:35,
21.13,238.4,12.24,20.04,239.5,18.97,1/11/2023 16:29:35,
21.13,238.4,20.04,239.5,12.7,18.97,1/11/2023 16:29:35,
21.13,238.4,20.04,239.5,11.58,18.97,1/11/2023 16:29:35,
21.13,238.4,20.04,8.03,239.5,18.97,1/11/2023 16:29:35,
8.94,21.13,238.4,20.04,239.5,18.97,1/11/2023 16:29:35,
21.13,238.4,20.04,239.5,18.97,11.2,1/11/2023 16:29:36,
12,21.13,238.4,20.04,239.5,18.97,1/11/2023 16:29:36,
21.13,238.4,13.77,20.04,239.5,18.97,1/11/2023 16:29:36,
21.13,238.4,20.04,239.5,18.97,8.26,1/11/2023 16:29:36,
21.13,238.4,12.27,20.04,239.5,18.94,1/11/2023 16:29:36,
11.89,21.13,238.4,20.04,239.5,18.94,1/11/2023 16:29:36,
12.05,21.13,238.4,20.04,239.5,18.94,1/11/2023 16:29:36,
21.13,238.4,8.9,20.12,239.5,18.94,1/11/2023 16:29:36,
21.13,238.4,20.12,239.5,15.33,18.94,1/11/2023 16:29:36,
21.13,238.4,20.12,5.28,239.5,18.94,1/11/2023 16:29:36,
10.99,21.13,238.4,20.12,239.5,18.94,1/11/2023 16:29:36,
9.43,21.13,238.4,20.12,239.5,18.94,1/11/2023 16:29:36,
21.13,238.4,9.19,20.12,239.5,18.94,1/11/2023 16:29:36,
21.13,238.4,10.94,20.12,239.5,18.94,1/11/2023 16:29:36,
21.13,238.4,9.39,20.12,239.5,18.94,1/11/2023 16:29:36,
5.04,21.13,238.4,20.12,239.5,18.94,1/11/2023 16:29:36,
9.84,21.15,238.3,20.12,239.5,18.94,1/11/2023 16:29:36,
21.15,238.3,13.11,20.12,239.5,18.94,1/11/2023 16:29:36,
21.15,238.3,11.28,20.12,239.5,18.94,1/11/2023 16:29:37,
11.69,21.15,238.3,20.12,239.5,18.94,1/11/2023 16:29:37,
9.98,21.15,238.3,20.12,239.5,18.94,1/11/2023 16:29:37,
12.03,21.15,238.3,20.12,239.5,18.94,1/11/2023 16:29:37,
21.15,11.19,238.3,20.12,239.5,18.94,1/11/2023 16:29:37,
21.15,238.3,11.12,20.12,239.5,18.94,1/11/2023 16:29:37,
21.15,238.3,7.78,20.12,239.5,18.94,1/11/2023 16:29:37,
8.17,21.15,238.3,20.12,239.5,18.94,1/11/2023 16:29:37,
10.82,21.15,238.3,20.12,239.5,18.94,1/11/2023 16:29:37,
21.15,238.3,8.42,20.12,239.5,18.94,1/11/2023 16:29:37,
21.15,238.3,20.12,239.5,10.41,18.94,1/11/2023 16:29:37,
21.15,238.3,20.12,239.5,12.49,18.95,1/11/2023 16:29:37,
21.15,238.3,20.12,239.5,18.95,14.3,1/11/2023 16:29:37,
10.72,21.15,238.3,20.12,239.5,18.95,1/11/2023 16:29:37,
21.15,238.3,9.72,20.05,239.4,18.95,1/11/2023 16:29:37,
21.15,238.3,20.05,239.4,18.95,10.01,1/11/2023 16:29:37,
20.05,239.4,8.64,18.95,21.15,238.3,1/11/2023 16:29:37,
20.05,239.4,8.08,18.95,21.15,238.3,1/11/2023 16:29:37,
7.13,20.05,239.4,18.95,21.15,238.3,1/11/2023 16:29:37,
11.35,20.05,239.4,18.95,21.15,238.3,1/11/2023 16:29:38,
20.05,239.4,8.21,18.95,21.15,238.3,1/11/2023 16:29:38,
20.05,10.64,239.4,18.95,21.15,238.3,1/11/2023 16:29:38,
20.05,239.4,8.68,18.95,21.05,238.3,1/11/2023 16:29:38,
20.05,239.4,18.95,21.05,238.3,12.14,1/11/2023 16:29:38,
10.08,20.05,239.4,18.95,21.05,238.3,1/11/2023 16:29:38,
20.05,239.4,18.95,21.05,238.3,9.52,1/11/2023 16:29:38,
20.05,239.4,14.34,18.95,21.05,238.3,1/11/2023 16:29:38,
5.92,20.05,239.4,18.95,21.05,238.3,1/11/2023 16:29:38,
10.44,20.05,239.4,18.95,21.05,238.3,1/11/2023 16:29:38,
8.44,20.05,239.4,18.95,21.05,238.3,1/11/2023 16:29:38,
20.05,239.4,8.7,18.95,21.05,238.3,1/11/2023 16:29:38,
20.05,239.4,11.08,18.95,21.05,238.3,1/11/2023 16:29:38,
20.05,239.4,18.95,11.17,21.05,238.3,1/11/2023 16:29:38,
8.29,20.05,239.4,18.95,21.05,238.3,1/11/2023 16:29:38,
8.3,20.05,239.4,18.95,21.05,238.3,1/11/2023 16:29:38,
20.05,239.4,18.95,21.05,238.3,10.51,1/11/2023 16:29:38,
10.1,18.93,21.05,238.3,20.05,239.4,1/11/2023 16:29:38,
18.93,10.12,21.05,238.3,20.05,239.4,1/11/2023 16:29:39,
18.93,21.05,238.3,5.79,20.01,239.5,1/11/2023 16:29:39,
18.93,21.05,238.3,9.28,20.01,239.5,1/11/2023 16:29:39,
18.93,21.05,238.3,20.01,239.5,11.57,1/11/2023 16:29:39,
6.9,18.93,21.05,238.3,20.01,239.5,1/11/2023 16:29:39,
11.2,18.93,21.05,238.3,20.01,239.5,1/11/2023 16:29:39,
18.93,21.05,238.3,12.33,20.01,239.5,1/11/2023 16:29:39,
18.93,21.05,238.3,20.01,239.5,6.93,1/11/2023 16:29:39,
238.3,20.01,239.5,10.84,18.93,21.05,1/11/2023 16:29:39,
238.3,20.01,10.45,239.5,18.93,21.04,1/11/2023 16:29:39,
12.32,238.4,20.01,239.5,18.93,21.04,1/11/2023 16:29:39,
238.4,11.64,20.01,239.5,18.93,21.04,1/11/2023 16:29:39,
238.4,9.63,20.01,239.5,18.93,21.04,1/11/2023 16:29:39,
238.4,20.01,239.5,8.84,18.93,21.04,1/11/2023 16:29:39,
238.4,11.89,20.01,239.5,18.93,21.04,1/11/2023 16:29:39,
12.86,238.4,20.01,239.5,18.93,21.04,1/11/2023 16:29:39,
238.4,11.3,20.01,239.5,18.93,21.04,1/11/2023 16:29:39,
238.4,20.01,9.86,239.5,18.93,21.04,1/11/2023 16:29:39,
238.4,11.01,20.01,239.5,18.93,21.04,1/11/2023 16:29:40,
238.4,11.39,20.01,239.5,18.93,21.04,1/11/2023 16:29:40,
238.4,20.01,10.48,239.5,18.93,21.04,1/11/2023 16:29:40,
238.4,14.71,20.01,239.5,18.93,21.04,1/11/2023 16:29:40,
238.4,20.01,239.5,18.93,10.41,21.04,1/11/2023 16:29:40,
238.4,20.01,239.5,11.01,18.97,21.04,1/11/2023 16:29:40,
8.35,238.4,20.01,239.5,18.97,21.04,1/11/2023 16:29:40,
238.4,20.01,11.44,239.5,18.97,21.04,1/11/2023 16:29:40,
238.4,6.41,20.08,239.5,18.97,21.04,1/11/2023 16:29:40,
238.4,20.08,239.5,7.92,18.97,21.04,1/11/2023 16:29:40,
238.4,8.35,20.08,239.5,18.97,21.04,1/11/2023 16:29:40,
238.4,20.08,239.5,18.97,7.98,21.07,1/11/2023 16:29:40,
238.4,12.02,20.08,239.5,18.97,21.07,1/11/2023 16:29:40,
238.4,9.38,20.08,239.5,18.97,21.07,1/11/2023 16:29:40,
238.4,20.08,6.24,239.5,18.97,21.07,1/11/2023 16:29:40,
238.4,10.09,20.08,239.5,18.97,21.07,1/11/2023 16:29:40,
238.4,8.15,20.08,239.5,18.97,21.07,1/11/2023 16:29:40,
238.4,10.87,20.08,239.5,18.97,21.07,1/11/2023 16:29:40,
238.4,11.53,20.08,239.5,18.97,21.07,1/11/2023 16:29:41,
238.4,20.08,239.5,9.33,18.97,21.07,1/11/2023 16:29:41,
238.4,10.36,20.08,239.5,18.97,21.07,1/11/2023 16:29:41,
238.4,20.08,11.6,239.5,18.97,21.07,1/11/2023 16:29:41,
6.85,238.4,20.08,239.5,18.97,21.07,1/11/2023 16:29:41,
238.4,8.53,20.08,239.5,18.97,21.07,1/11/2023 16:29:41,
238.4,9.66,20.08,239.5,18.97,21.07,1/11/2023 16:29:41,
238.4,20.08,9.87,239.5,18.96,21.07,1/11/2023 16:29:41,
8.43,238.4,20.08,239.5,18.96,21.07,1/11/2023 16:29:41,
11.46,238.4,20.06,239.6,18.96,21.07,1/11/2023 16:29:41,
238.4,20.06,239.6,18.96,21.07,7.96,1/11/2023 16:29:41,
20.06,239.6,11,18.96,21.07,238.4,1/11/2023 16:29:41,
20.06,239.6,18.96,21.07,238.4,14.81,1/11/2023 16:29:41,
13.8,21.07,238.4,20.06,239.6,18.96,1/11/2023 16:29:41,
21.07,238.4,9.52,20.06,239.6,18.96,1/11/2023 16:29:41,
21.07,238.4,8.14,20.06,239.6,18.96,1/11/2023 16:29:41,
11.92,21.07,238.4,20.06,239.6,18.96,1/11/2023 16:29:41,
21.07,238.4,8.04,20.06,239.6,18.96,1/11/2023 16:29:41,
10.13,21.11,238.5,20.06,239.6,18.96,1/11/2023 16:29:42,
21.11,238.5,20.06,239.6,18.96,10.18,1/11/2023 16:29:42,
21.11,238.5,20.06,239.6,10.54,18.96,1/11/2023 16:29:42,
21.11,238.5,20.06,239.6,14.51,18.96,1/11/2023 16:29:42,
21.11,8.48,238.5,20.06,239.6,18.96,1/11/2023 16:29:42,
8.77,21.11,238.5,20.06,239.6,18.96,1/11/2023 16:29:42,
11.48,21.11,238.5,20.06,239.6,18.96,1/11/2023 16:29:42,
21.11,238.5,8.19,20.06,239.6,18.96,1/11/2023 16:29:42,
21.11,9.72,238.5,20.06,239.6,18.96,1/11/2023 16:29:42,
21.11,238.5,11.96,20.06,239.6,18.96,1/11/2023 16:29:42,
5.52,21.11,238.5,20.06,239.6,18.96,1/11/2023 16:29:42,
21.11,238.5,10.14,20.06,239.6,18.96,1/11/2023 16:29:42,
8.35,21.11,238.5,20.06,239.6,18.85,1/11/2023 16:29:42,
21.11,8.67,238.5,20.06,239.6,18.85,1/11/2023 16:29:42,
11.28,21.11,238.5,20.06,239.6,18.85,1/11/2023 16:29:42,
21.11,238.5,10.53,20.01,239.7,18.85,1/11/2023 16:29:42,
21.11,238.5,20.01,239.7,18.85,10.79,1/11/2023 16:29:43,
11.84,18.85,21.11,238.5,20.01,239.7,1/11/2023 16:29:43,
18.85,21.11,238.5,20.01,239.7,9.27,1/11/2023 16:29:43,
20.01,239.7,18.85,21.11,238.5,11.52,1/11/2023 16:29:43,
20.01,239.7,18.85,21.11,238.5,8.56,1/11/2023 16:29:43,
10.66,18.85,21.11,238.5,20.01,239.7,1/11/2023 16:29:43,
18.85,21.11,238.5,20.01,239.7,10.8,1/11/2023 16:29:43,
18.85,12.51,21.1,238.6,20.01,239.7,1/11/2023 16:29:43,
18.85,21.1,238.6,12.6,20.01,239.7,1/11/2023 16:29:43,
18.85,21.1,238.6,7.62,20.01,239.7,1/11/2023 16:29:43,
10.4,18.85,21.1,238.6,20.01,239.7,1/11/2023 16:29:43,
18.85,21.1,238.6,20.01,11.86,239.7,1/11/2023 16:29:43,
18.85,11.1,21.1,238.6,20.01,239.7,1/11/2023 16:29:43,
18.85,21.1,238.6,20.01,239.7,8.86,1/11/2023 16:29:43,
20.01,239.7,7.06,18.85,21.1,238.6,1/11/2023 16:29:43,
8.31,20.01,239.7,18.85,21.1,238.6,1/11/2023 16:29:43,
20.01,239.7,18.85,7.89,21.1,238.6,1/11/2023 16:29:43,
15.61,20.01,239.7,18.85,21.1,238.6,1/11/2023 16:29:43,
11.03,20.01,239.7,18.85,21.1,238.6,1/11/2023 16:29:43,
20.01,239.7,11.42,18.79,21.1,238.6,1/11/2023 16:29:44,
14.5,20.01,239.7,18.79,21.1,238.6,1/11/2023 16:29:44,
13.19,20.01,239.7,18.79,21.1,238.6,1/11/2023 16:29:44,
9.6,19.97,239.8,18.79,21.1,238.6,1/11/2023 16:29:44,
11.03,19.97,239.8,18.79,21.1,238.6,1/11/2023 16:29:44,
7.77,19.97,239.8,18.79,21.1,238.6,1/11/2023 16:29:44,
19.97,239.8,18.79,21.1,238.6,7.94,1/11/2023 16:29:44,
19.97,239.8,18.79,9.03,21.1,238.6,1/11/2023 16:29:44,
13.25,19.97,239.8,18.79,21.1,238.6,1/11/2023 16:29:44,
15.56,19.97,239.8,18.79,21.1,238.6,1/11/2023 16:29:44,
19.97,9.8,239.8,18.79,21.1,238.6,1/11/2023 16:29:44,
19.97,239.8,18.79,21.1,13.14,238.6,1/11/2023 16:29:44,
19.97,239.8,18.79,12.48,21.1,238.7,1/11/2023 16:29:44,
10.17,19.97,239.8,18.79,21.1,238.7,1/11/2023 16:29:44,
19.97,11.06,239.8,18.79,21.1,238.7,1/11/2023 16:29:44,
19.97,239.8,12.33,18.79,21.1,238.7,1/11/2023 16:29:44,
19.97,239.8,18.79,21.1,238.7,9.89,1/11/2023 16:29:44,
19.97,239.8,18.79,9.36,21.1,238.7,1/11/2023 16:29:44,
8.29,19.97,239.8,18.79,21.1,238.7,1/11/2023 16:29:45,
8.84,19.97,239.8,18.79,21.1,238.7,1/11/2023 16:29:45,
10.49,19.97,239.8,18.79,21.1,238.7,1/11/2023 16:29:45,
19.97,239.8,18.79,21.1,238.7,12.88,1/11/2023 16:29:45,
19.97,239.8,18.79,8.25,21.1,238.7,1/11/2023 16:29:45,
12,19.97,239.8,18.79,21.1,238.7,1/11/2023 16:29:45,
19.97,239.8,18.79,21.1,238.7,7.14,1/11/2023 16:29:45,
19.97,239.8,6.66,18.79,21.1,238.7,1/11/2023 16:29:45,
19.97,239.8,18.79,21.1,238.7,9.47,1/11/2023 16:29:45,
19.97,239.8,18.79,13.5,21.1,238.7,1/11/2023 16:29:45,
11.81,19.97,239.9,18.79,21.1,238.7,1/11/2023 16:29:45,
11.56,19.97,239.9,18.79,21.1,238.7,1/11/2023 16:29:45,
19.97,239.9,7.28,18.79,21.1,238.7,1/11/2023 16:29:45,
9.45,19.97,239.9,18.79,21.1,238.7,1/11/2023 16:29:45,
10.62,19.97,239.9,18.79,21.05,239,1/11/2023 16:29:45,
11.04,19.97,239.9,18.79,21.05,239,1/11/2023 16:29:45,
19.97,239.9,18.79,21.05,239,7.56,1/11/2023 16:29:45,
19.97,239.9,14.21,18.79,21.05,239,1/11/2023 16:29:45,
10.16,19.97,239.9,18.79,21.05,239,1/11/2023 16:29:45,
13.13,19.97,239.9,18.79,21.05,239,1/11/2023 16:29:46,
11.52,19.97,239.9,18.79,21.05,239,1/11/2023 16:29:46,
19.97,239.9,18.79,9.42,21.05,239,1/11/2023 16:29:46,
19.97,239.9,8.56,18.79,21.05,239,1/11/2023 16:29:46,
8.35,19.97,239.9,18.79,21.05,239,1/11/2023 16:29:46,
19.97,239.9,18.79,9.82,21.05,239,1/11/2023 16:29:46,
10.16,19.97,239.9,18.79,21.05,239,1/11/2023 16:29:46,
10.94,19.97,239.9,18.79,21.05,239,1/11/2023 16:29:46,
19.97,239.9,18.79,21.05,239,9.41,1/11/2023 16:29:46,
11.71,21.05,239,19.97,239.9,18.79,1/11/2023 16:29:46,
21.05,239,19.91,240.9,18.79,16.26,1/11/2023 16:29:46,
10.41,18.79,21.05,239,19.91,240.9,1/11/2023 16:29:46,
18.79,21.05,239,19.91,11.07,240.9,1/11/2023 16:29:46,
18.79,10.67,21.05,239,19.91,240.9,1/11/2023 16:29:47,
18.79,20.96,240,19.91,240.9,10.6,1/11/2023 16:29:47,
8.7,19.91,240.9,18.79,20.96,240,1/11/2023 16:29:47,
10.64,19.91,240.9,18.79,20.96,240,1/11/2023 16:29:47,
7.95,19.91,240.9,18.79,20.96,240,1/11/2023 16:29:47,
12.32,19.91,240.9,18.79,20.96,240,1/11/2023 16:29:47,
9.16,19.91,240.9,18.79,20.96,240,1/11/2023 16:29:47,
10.27,19.91,240.9,18.79,20.96,240,1/11/2023 16:29:47,
19.91,240.9,7.3,18.79,20.96,240,1/11/2023 16:29:47,
11.08,19.91,240.9,18.79,20.96,240,1/11/2023 16:29:47,
10.58,19.91,240.9,18.79,20.96,240,1/11/2023 16:29:47,
9.65,19.91,240.9,18.79,20.96,240,1/11/2023 16:29:47,
6.09,19.91,240.9,18.79,20.96,240,1/11/2023 16:29:47,
19.91,240.9,10.22,18.73,20.96,240,1/11/2023 16:29:47,
19.91,240.9,18.73,20.96,240,8.47,1/11/2023 16:29:47,
19.91,240.9,18.73,20.96,240,8.82,1/11/2023 16:29:47,
19.91,8.32,240.9,18.73,20.96,240,1/11/2023 16:29:47,
11.98,19.92,241,18.73,20.96,240,1/11/2023 16:29:48,
13.02,19.92,241,18.73,20.96,240,1/11/2023 16:29:48,
11.3,19.92,241,18.73,20.96,240,1/11/2023 16:29:48,
12.46,19.92,241,18.73,20.96,240,1/11/2023 16:29:48,
19.92,241,18.73,20.96,240,8.3,1/11/2023 16:29:48,
19.92,241,18.73,11.53,20.96,240,1/11/2023 16:29:48,
11.68,19.92,241,18.73,20.96,240,1/11/2023 16:29:48,
12.72,19.92,241,18.73,20.96,240,1/11/2023 16:29:48,
19.92,241,16.78,18.73,20.96,240,1/11/2023 16:29:48,
19.92,8.38,241,18.73,20.96,240,1/11/2023 16:29:48,
19.92,12.04,241,18.73,20.98,239.9,1/11/2023 16:29:48,
6.5,19.92,241,18.73,20.98,239.9,1/11/2023 16:29:48,
12.13,19.92,241,18.73,20.98,239.9,1/11/2023 16:29:48,
19.92,7.09,241,18.73,20.98,239.9,1/11/2023 16:29:48,
13.09,19.92,241,18.73,20.98,239.9,1/11/2023 16:29:48,
9.7,19.92,241,18.73,20.98,239.9,1/11/2023 16:29:48,
9.54,19.92,241,18.73,20.98,239.9,1/11/2023 16:29:48,
19.92,241,18.73,20.98,239.9,11.04,1/11/2023 16:29:48,
19.92,8.33,241,18.73,20.98,239.9,1/11/2023 16:29:48,
19.92,241,11.26,18.73,20.98,239.9,1/11/2023 16:29:49,
6.82,19.92,241,18.75,20.98,239.9,1/11/2023 16:29:49,
6.71,19.92,241,18.75,20.98,239.9,1/11/2023 16:29:49,
10.22,19.92,241,18.75,20.98,239.9,1/11/2023 16:29:49,
10.3,19.92,241,18.75,20.98,239.9,1/11/2023 16:29:49,
19.92,241,18.75,5.74,20.98,239.9,1/11/2023 16:29:49,
9.97,19.91,241,18.75,20.98,239.9,1/11/2023 16:29:49,
19.91,241,18.75,20.98,239.9,11.29,1/11/2023 16:29:49,
10.21,19.91,241,18.75,20.98,239.9,1/11/2023 16:29:49,
19.91,12.27,241,18.75,20.98,239.9,1/11/2023 16:29:49,
19.91,13.5,241,18.75,20.98,239.9,1/11/2023 16:29:49,
9.96,19.91,241,18.75,20.98,239.9,1/11/2023 16:29:49,
19.91,241,18.75,9.3,20.98,239.9,1/11/2023 16:29:49,
19.91,14.04,241,18.75,20.98,239.9,1/11/2023 16:29:49,
19.91,241,10.66,18.75,20.98,239.9,1/11/2023 16:29:49,
19.91,241,18.75,9.8,20.92,239.8,1/11/2023 16:29:49,
11.04,19.91,241,18.75,20.92,239.8,1/11/2023 16:29:49,
19.91,241,18.75,20.92,239.8,6.28,1/11/2023 16:29:49,
19.91,9.11,241,18.75,20.92,239.8,1/11/2023 16:29:50,
19.91,241,18.75,20.92,239.8,11.21,1/11/2023 16:29:50,
241,18.75,12.98,20.92,239.8,19.91,1/11/2023 16:29:50,
12.3,241,18.75,20.92,239.8,19.91,1/11/2023 16:29:50,
241,18.75,20.92,239.8,14.05,19.91,1/11/2023 16:29:50,
241,18.75,10.7,20.92,239.8,19.91,1/11/2023 16:29:50,
241,18.75,20.92,239.8,10.14,19.91,1/11/2023 16:29:50,
241,18.75,11.82,20.92,239.8,19.91,1/11/2023 16:29:50,
241,5.45,18.84,20.92,239.8,19.91,1/11/2023 16:29:50,
241,18.84,20.92,239.8,10.44,19.91,1/11/2023 16:29:50,
241,18.84,9.14,20.92,239.8,19.91,1/11/2023 16:29:50,
241,11.21,18.84,20.92,239.8,19.91,1/11/2023 16:29:50,
9.42,241,18.84,20.92,239.8,19.92,1/11/2023 16:29:50,
241,10.07,18.84,20.92,239.8,19.92,1/11/2023 16:29:50,
241,18.84,20.92,239.8,5.16,19.92,1/11/2023 16:29:50,
241,18.84,20.92,239.8,10.38,19.92,1/11/2023 16:29:50,
241,18.84,20.92,239.8,9.01,19.92,1/11/2023 16:29:50,
241,18.84,7.21,20.88,239.9,19.92,1/11/2023 16:29:50,
12.82,241,18.84,20.88,239.9,19.92,1/11/2023 16:29:51,
241,18.84,20.88,239.9,19.92,11.68,1/11/2023 16:29:51,
13.66,20.88,239.9,19.92,241,18.84,1/11/2023 16:29:51,
20.88,239.9,11.52,19.92,241,18.84,1/11/2023 16:29:51,
14.04,20.88,239.9,19.92,241,18.84,1/11/2023 16:29:51,
20.88,239.9,8.2,19.92,241,18.84,1/11/2023 16:29:51,
20.88,239.9,7.15,19.92,241,18.84,1/11/2023 16:29:51,
9.41,20.88,239.9,19.92,241,18.84,1/11/2023 16:29:51,
9.7,20.88,239.9,19.92,241,18.84,1/11/2023 16:29:51,
9.73,20.88,239.9,19.92,241,18.84,1/11/2023 16:29:51,
20.88,239.9,10.09,19.92,241,18.84,1/11/2023 16:29:51,
20.88,239.9,12.47,19.92,241,18.84,1/11/2023 16:29:51,
10.78,20.88,239.9,19.92,241,18.84,1/11/2023 16:29:51,
9.68,20.88,239.9,19.92,241,18.84,1/11/2023 16:29:51,
20.88,239.9,7.93,19.94,241,18.84,1/11/2023 16:29:51,
11.01,20.88,239.9,19.94,241,18.84,1/11/2023 16:29:51,
20.88,239.9,8.96,19.94,241,18.84,1/11/2023 16:29:51,
